run,baseline_elim,baseline_notelim,pressure_elim,pressure_notelim
0001,8582479,25060130,9980183,23662919
0002,8580603,25061006,9993828,23650093
0003,8580185,25061358,9994699,23648824
0004,8580530,25061342,9919412,23724191
0005,8579768,25062213,9996690,23646253
0006,8571639,25070061,9980978,23662920
0007,8571776,25069977,9993292,23650724
0008,8571890,25070029,9990809,23652987
0009,8571689,25070155,10006460,23636975
0010,8571318,25070022,10001113,23642811
0011,8571513,25070099,9995274,23648130
0012,8571232,25070082,9992269,23651106
0013,8580932,25061146,9952215,23691103
0014,8581913,25060478,9983960,23660450
0015,8571494,25070058,9994376,23648443
0016,8571886,25070000,10001338,23642176
0017,8571348,25070118,9996858,23646516
0018,8571499,25070134,9955652,23688002
0019,8571603,25070170,10002019,23641632
0020,8572034,25070168,9984385,23658722
0021,8571684,25069930,10010811,23633238
0022,8571317,25069916,9992648,23650748
0023,8571406,25070150,9954990,23687539
0024,8571715,25069954,9983883,23659437
0025,8571387,25069916,10008557,23635316
0026,8571735,25069971,9991885,23651590
0027,8571455,25069989,10009158,23634194
0028,8571617,25070002,9998513,23644751
0029,8571686,25070090,9988888,23654463
0030,8572033,25070075,9938252,23705269
0031,8571597,25070004,9992962,23650272
0032,8571962,25069897,9999973,23643672
0033,8571273,25070082,9927606,23715244
0034,8571434,25070016,9992251,23650998
0035,8571565,25070301,9971754,23671643
0036,8571760,25070002,9988114,23655922
0037,8571621,25069872,9997739,23645212
0038,8571722,25070454,10007221,23635468
0039,8571820,25069860,9995558,23647520
0040,8571992,25070173,9944150,23699270
0041,8571523,25069892,9986447,23656607
0042,8583542,25058407,9998015,23645431
0043,8571684,25069984,9998527,23645335
0044,8655985,24987294,9999110,23644349
0045,8571368,25070040,9942171,23701235
0046,8571953,25070147,9983311,23660356
0047,8571311,25070080,10034981,23607641
0048,8571783,25070137,9994566,23649250
0049,8571515,25069984,9984961,23657730
0050,8571045,25070122,9998154,23645929
0051,8571472,25070067,9922255,23721541
0052,8586651,25055475,10038715,23605543
0053,8571617,25070113,9978591,23664812
0054,8571067,25070081,10009060,23633515
0055,8571371,25070170,9957007,23687025
0056,8582905,25058917,10006057,23637272
0057,8585804,25056091,9949477,23694062
0058,8581422,25060255,10002530,23641317
0059,8571221,25070141,9992657,23651597
0060,8571477,25069893,10000876,23642988
0061,8571387,25070075,9995985,23646926
0062,8571400,25069967,9995208,23647959
0063,8580585,25061483,9949067,23695144
0064,8571867,25070092,10003403,23640021
0065,8571493,25070157,9958833,23684473
0066,8585551,25056128,9987696,23655466
0067,8571857,25070019,9983091,23659993
0068,8571532,25070116,9997934,23645018
0069,8571517,25070110,9999768,23643850
0070,8571327,25070130,9990744,23652623
0071,8571463,25069994,10001909,23642062
0072,8571646,25069929,9943429,23700270
0073,8571254,25070101,9935951,23707906
0074,8571618,25069931,9991358,23651829
0075,8585323,25056964,9924558,23719710
0076,8592888,25049164,10005435,23637635
0077,8571502,25070137,9920965,23722790
0078,8585447,25056073,10004931,23638420
0079,8571328,25070073,10049273,23594714
0080,8571325,25069979,9964521,23679363
0081,8571224,25070051,9993897,23650088
0082,8571386,25069976,9997475,23645761
0083,8571437,25070116,9993500,23650539
0084,8571621,25070187,9996765,23646508
0085,8571297,25070018,9998743,23645532
0086,8571350,25070059,9999455,23643966
0087,12584757,21199108,10007538,23636692
0088,8571240,25070028,9963259,23680190
0089,8571567,25070060,9922150,23721284
0090,8571218,25069867,9976517,23667638
0091,8571617,25070040,10004293,23639469
0092,8571567,25069996,10012804,23630200
0093,8571197,25070024,9960157,23683027
0094,8571932,25070020,10012637,23630527
0095,8571614,25070004,10002960,23641439
0096,8571874,25070138,10004856,23637956
0097,8571599,25069981,9999116,23645551
0098,8571654,25070012,9961309,23682311
0099,8571608,25070025,9956573,23686930
0100,8571557,25070108,10010824,23633020
0101,8571281,25070142,9998724,23645419
0102,8571471,25070059,10015299,23628309
0103,8571788,25069982,9981730,23662313
0104,8571546,25070246,9958857,23684736
0105,8571545,25069899,10004984,23638762
0106,8571845,25070259,9997308,23646921
0107,8571378,25070118,9996971,23646858
0108,8571502,25070166,9944995,23698697
0109,8571257,25070108,9993641,23650064
0110,8571794,25070386,9937662,23706157
0111,8571855,25070111,10032412,23612028
0112,8571603,25070091,10011555,23631819
0113,8571440,25070123,9984706,23659276
0114,8571872,25069986,9941449,23701966
0115,8571495,25069991,9952855,23690820
0116,8571588,25070021,9989915,23653137
0117,8571049,25070188,9937880,23706690
0118,8571714,25070047,9922252,23721855
0119,8571398,25069922,10024761,23619404
0120,8571339,25070051,9945661,23697676
0121,8571463,25070044,9989507,23654967
0122,8571639,25070068,9959818,23683647
0123,8571588,25069898,9999395,23644145
0124,8571394,25069960,10009017,23634548
0125,8571263,25070159,10005237,23638242
0126,8571732,25069998,10005099,23638038
0127,8571705,25069927,9912484,23731158
0128,8571143,25070003,10008342,23635045
0129,8571596,25070093,9973603,23670272
0130,8571444,25069961,9971494,23671910
0131,8571403,25070201,10009914,23634703
0132,8571344,25070044,9964604,23678990
0133,8571416,25070255,9930478,23713577
0134,8571632,25070039,9966599,23677080
0135,8571651,25070094,9910319,23733768
0136,8571287,25070045,10000935,23642529
0137,8571811,25070020,9993140,23650836
0138,8571818,25070109,9996615,23647372
0139,8571463,25069964,10001299,23642841
0140,8571920,25070217,9952718,23691350
0141,8571465,25070004,10006824,23636394
0142,8571590,25070311,9994876,23648911
0143,8571297,25070115,9951882,23691763
0144,8572487,25070473,10002945,23640934
0145,8576015,25065872,9953310,23690288
0146,8571946,25070250,9991918,23651168
0147,8571468,25070011,10005200,23638253
0148,8571785,25070098,9989166,23654190
0149,8571519,25070088,10000185,23642970
0150,8571645,25070138,9926862,23715752
0151,8571496,25070000,10044846,23598201
0152,8571479,25069853,9966534,23677395
0153,8571354,25070114,10000169,23643055
0154,8571700,25069933,9994016,23648901
0155,8571232,25070157,9968293,23674678
0156,8571948,25069915,9990097,23652822
0157,8571211,25070184,10017624,23626192
0158,8571532,25069830,9944814,23698569
0159,8571296,25069962,9995292,23648051
0160,8571823,25070131,9926139,23717204
0161,8572127,25069963,9999834,23643336
0162,8571550,25070220,9997090,23647181
0163,8571599,25070030,10007573,23636444
0164,8572523,25070166,9989739,23653727
0165,8571802,25069973,9994017,23649571
0166,8571762,25069920,9985550,23657464
0167,8571280,25070197,9992179,23650347
0168,8571511,25070089,9998769,23644477
0169,8572019,25070292,9969718,23674153
0170,8571428,25070133,10007011,23636090
0171,8571748,25070166,9943758,23700149
0172,8571217,25070045,9997114,23646858
0173,8572287,25070187,9967588,23675903
0174,8571642,25070159,10007880,23635920
0175,8571649,25069933,10002984,23642196
0176,8571355,25069958,9947438,23696158
0177,8571728,25070135,9953496,23690519
0178,8571420,25070176,10000626,23642739
0179,8571671,25070000,10001095,23643153
0180,8571544,25069978,10015669,23628230
0181,8571392,25070079,9922121,23721951
0182,8571602,25070017,9997179,23646603
0183,8581845,25060533,9977147,23666874
0184,8571689,25069826,9996769,23646423
0185,8571778,25070030,9963362,23680181
0186,8571643,25069931,10009144,23634226
0187,8577321,25065660,10001378,23642598
0188,8571234,25070146,9938804,23704745
0189,8571476,25070002,9972837,23670695
0190,8571275,25070255,10004092,23639031
0191,8571654,25070080,9959213,23684586
0192,8571542,25070137,10000905,23642757
0193,8571770,25070223,9963838,23679622
0194,8571766,25070134,10007544,23635075
0195,8571853,25070153,9996702,23646388
0196,8571731,25070014,9961506,23681491
0197,8571824,25070042,9992986,23651221
0198,8571475,25070065,9997415,23645912
0199,8571363,25070062,9998842,23644558
0200,8571876,25070043,9988737,23654563
0201,8571423,25069959,9980538,23663057
0202,8571648,25070121,10000272,23642452
0203,8571258,25070119,9987103,23656553
0204,8571387,25069894,9948523,23694671
0205,8571367,25070177,10007617,23636297
0206,8571234,25070164,10006657,23636845
0207,8571346,25070205,10033799,23609637
0208,8571169,25070048,10006157,23637591
0209,8571432,25070078,9999988,23643475
0210,8571443,25069956,10000438,23643126
0211,8571796,25070160,9996463,23647207
0212,8571768,25069987,10005103,23638074
0213,8571676,25070268,9997295,23645986
0214,8571622,25070004,9980815,23662850
0215,8570867,25070148,10034555,23608977
0216,8571466,25070049,10004937,23638286
0217,8571942,25070462,10006037,23637611
0218,8571821,25070327,9961138,23682878
0219,8571703,25070144,9984179,23659008
0220,8571346,25070151,10011929,23631561
0221,8571662,25070089,9996188,23646840
0222,8571598,25070050,10008045,23634928
0223,8571424,25070259,9996238,23647539
0224,8571321,25070147,9999485,23643946
0225,8571727,25070427,9983053,23660628
0226,8571753,25070033,10007255,23636021
0227,8571428,25070038,9929717,23713571
0228,8571547,25070203,9997770,23645730
0229,8571664,25069975,9989449,23653409
0230,8571180,25069874,9996584,23646439
0231,8578247,25063923,9999433,23644379
0232,8572013,25070370,9992645,23650567
0233,8572001,25070176,9991944,23650879
0234,8571483,25069991,10001379,23642330
0235,8571657,25070054,9927488,23715893
0236,8571087,25070110,9993341,23650319
0237,8571446,25070010,9997719,23645229
0238,8571315,25070060,9923088,23720946
0239,8571520,25070123,10001425,23641727
0240,8571633,25069987,9900332,23743654
0241,8571548,25069961,10002361,23640813
0242,8571637,25070249,9980131,23663674
0243,8571364,25070023,9929961,23713968
0244,8571614,25070139,10000325,23644827
0245,8571699,25070075,10002188,23641629
0246,8571221,25070191,9984035,23658995
0247,8571894,25069923,9997372,23645996
0248,8571674,25070083,10001294,23642322
0249,8571563,25069929,10001076,23642089
0250,8571523,25070045,9995814,23647814
0251,8571634,25070119,10013603,23630115
0252,8571254,25070073,9945828,23697412
0253,8582973,25058073,10012538,23631002
0254,8571307,25070207,10008136,23635426
0255,8571446,25070015,10033082,23610851
0256,8571389,25069865,9961991,23681790
0257,8583772,25057912,10003877,23639863
0258,8589275,25052781,9987488,23656670
0259,8571629,25069871,10008076,23635197
0260,8571497,25069998,10002388,23640908
0261,8571835,25069955,9935740,23707329
0262,8571159,25070015,9980528,23663258
0263,8585597,25056262,9992798,23650708
0264,8571747,25069897,10002318,23642084
0265,8571627,25070010,10005949,23637577
0266,8571177,25070067,9982532,23661247
0267,8571505,25069998,10003699,23640009
0268,8571264,25069979,9973740,23669756
0269,8571557,25070093,9996489,23646692
0270,8581217,25060727,9976208,23667139
0271,8571739,25070074,10010995,23632614
0272,8571565,25070005,9957054,23687273
0273,8571999,25070033,9996459,23646879
0274,8571599,25070164,10004153,23640467
0275,8571905,25070040,9999301,23644201
0276,8571701,25070048,9999172,23645122
0277,8572200,25070051,9974135,23669836
0278,8571439,25070154,9997508,23646215
0279,8571719,25070125,10041943,23601739
0280,8571429,25069902,10078542,23567421
0281,8571701,25070026,9998897,23644433
0282,8571551,25070042,9953547,23690297
0283,8571665,25070150,10003392,23639655
0284,8571326,25070209,9998740,23645007
0285,8571438,25070088,10004849,23638826
0286,8571652,25069890,9981971,23662123
0287,8572039,25070088,9998940,23644279
0288,8571164,25070111,9993056,23650407
0289,8571328,25070023,10014338,23628748
0290,8571719,25070072,9937139,23706855
0291,8574426,25067141,9972083,23671542
0292,8571939,25070089,9919416,23724922
0293,8571720,25070063,9996839,23647319
0294,8571547,25070292,10005195,23639102
0295,8571452,25069945,10003089,23640333
0296,8574927,25067027,9935721,23708503
0297,8571460,25070104,9999005,23644659
0298,8571650,25070390,9949722,23694453
0299,8571710,25069945,10002109,23641418
0300,8571385,25070060,9936143,23707473
0301,8574393,25067352,10004636,23638944
0302,8578863,25063472,9944119,23699797
0303,8571442,25070070,9990143,23652972
0304,8571581,25070091,10008997,23635334
0305,8571498,25070374,9961128,23681647
0306,8571547,25070265,9991524,23652249
0307,8571736,25070041,10009246,23634492
0308,8572124,25070495,10003347,23639780
0309,8576360,25065364,9993946,23649604
0310,8574915,25067389,9997075,23647004
0311,8571753,25070151,10019874,23624073
0312,8572095,25070175,10000569,23643340
0313,8571776,25070104,10005277,23638358
0314,8571857,25069975,9996037,23647542
0315,8571906,25069873,9992235,23651577
0316,8571581,25070038,10000863,23642017
0317,8571435,25070060,9964058,23678969
0318,8571812,25070191,10001709,23641596
0319,8571790,25069949,10002543,23641158
0320,8571823,25070111,9993656,23650312
0321,8571151,25070009,10009560,23634018
0322,8571948,25070174,9991094,23653172
0323,8571991,25069975,9993206,23650849
0324,8571394,25070151,9995511,23647979
0325,8571650,25070056,9941035,23702414
0326,8571664,25070259,9934272,23708920
0327,8571626,25069826,9937049,23706493
0328,8571612,25070214,9956520,23687291
0329,8571713,25069985,10003332,23640008
0330,8584941,25057388,9964866,23678764
0331,8571825,25070142,9964827,23678975
0332,8572321,25070319,9984277,23659830
0333,8571460,25070110,10014560,23628884
0334,8571699,25070202,10000421,23644190
0335,8576338,25065826,9960821,23682813
0336,8571636,25070051,9934420,23709272
0337,8571699,25070033,9951842,23691308
0338,8571618,25070284,10006101,23637405
0339,8571407,25069953,10012282,23630530
0340,8574873,25066845,9991478,23652662
0341,8571874,25069959,9989106,23654175
0342,8572008,25070085,9990945,23653054
0343,8571662,25070090,9998383,23645086
0344,8571986,25069927,10001393,23642126
0345,8575588,25066188,10005770,23637746
0346,8571788,25070255,9936447,23707108
0347,8571571,25070000,9949521,23693852
0348,8571543,25069981,9934230,23709307
0349,8571470,25070001,9990025,23653216
0350,8582017,25060350,10001993,23641603
0351,8571707,25070037,10023066,23620291
0352,8571636,25070517,9945625,23698485
0353,8571369,25069990,10002106,23641884
0354,8571382,25070099,10004368,23640108
0355,8576675,25065060,10001161,23642964
0356,8571226,25070178,9988473,23655073
0357,8571478,25070003,10046722,23598168
0358,8571373,25069949,9939868,23704019
0359,8571653,25069837,10003634,23640078
0360,8571837,25070203,10003122,23641069
0361,8571793,25069944,9959732,23683634
0362,8571427,25070061,9935900,23707321
0363,8571690,25069919,10012791,23631706
0364,8588399,25053582,10002636,23641412
0365,8571650,25070065,9981298,23662140
0366,8580777,25061304,9991027,23653390
0367,8581215,25061095,10005162,23638495
0368,8579914,25061639,10007055,23637202
0369,8574273,25067163,10013069,23630596
0370,8571351,25070144,9971437,23672772
0371,8571568,25070037,10002691,23641007
0372,8571002,25070038,9941227,23702727
0373,8571654,25070100,9991856,23651272
0374,8571212,25070118,9996646,23647812
0375,8571362,25070075,10038213,23605401
0376,8571813,25070044,10001260,23643040
0377,8571716,25069842,9953887,23689801
0378,8571384,25070188,9983095,23661044
0379,8574486,25067068,10001046,23641909
0380,8571449,25069964,9979507,23664608
0381,8571617,25070008,9980406,23662358
0382,8571206,25070029,9997924,23645415
0383,8571458,25070238,9961430,23682212
0384,8571152,25069958,10002098,23642184
0385,8571618,25069896,10003544,23639966
0386,8571514,25070113,9985857,23657605
0387,8571655,25070024,9996742,23646792
0388,8571833,25069983,9960082,23684076
0389,8576300,25065341,10003053,23640917
0390,8571372,25070070,9987339,23656602
0391,8571676,25069953,9970075,23673264
0392,8571610,25070054,9997169,23646903
0393,8571633,25070149,9955336,23687744
0394,8571212,25070041,10000081,23644015
0395,8582469,25059421,10007427,23636022
0396,8571553,25069930,9984060,23660288
0397,8571731,25069977,9963969,23679111
0398,8574583,25067317,10008948,23635024
0399,8571458,25069883,10049264,23593915
0400,8571544,25070185,9936675,23706507
0401,8571848,25069916,9991223,23652159
0402,8571505,25070066,10000467,23643445
0403,8571671,25069999,9940742,23702544
0404,8571800,25070051,10004443,23639987
0405,8571881,25070020,9958083,23685323
0406,8571773,25070066,9985619,23657456
0407,8571840,25070104,9979405,23663588
0408,8571505,25070073,9948659,23695165
0409,8571128,25070113,10001368,23641663
0410,8571791,25070046,9996415,23646598
0411,8575604,25065871,9934303,23709261
0412,8571858,25069988,9975159,23668072
0413,8571561,25070104,10006768,23636920
0414,8571634,25070087,9950438,23693513
0415,8574470,25067367,9997920,23645234
0416,8571813,25070208,9987116,23656520
0417,8572579,25068907,9961576,23682159
0418,8663859,24980364,9999019,23645114
0419,8571129,25070055,9954622,23688791
0420,8574365,25067135,10002546,23641356
0421,8571612,25069938,9951528,23691805
0422,8571400,25070455,9998437,23645367
0423,8571530,25070047,9957287,23686053
0424,8575612,25065912,10110940,23537627
0425,8571874,25070002,9972181,23671340
0426,8571244,25070175,9957745,23685669
0427,8571733,25070213,9955643,23687523
0428,8571454,25070153,10003194,23640844
0429,8571492,25069996,10004364,23638858
0430,8571240,25070243,9996088,23648146
0431,8571826,25070124,9998663,23644894
0432,8571607,25070016,9927359,23716173
0433,8571915,25069904,9979091,23664512
0434,8571267,25070034,9944734,23699457
0435,8571853,25069928,10001457,23641620
0436,8571395,25070236,9999883,23643804
0437,8571152,25070015,9950030,23693201
0438,8574411,25067322,9943209,23700930
0439,8571522,25070123,10001993,23641730
0440,8571396,25070094,10001661,23642232
0441,8571378,25070075,9995355,23648247
0442,8576119,25065328,9950180,23693412
0443,8571384,25069996,9930116,23713152
0444,8571702,25069984,10002395,23642093
0445,8571579,25070065,9995369,23647541
0446,8571623,25069882,9992273,23651279
0447,8571642,25069811,10010145,23633406
0448,8571386,25070050,9998474,23645704
0449,8571495,25069993,10002359,23640988
0450,8571555,25070044,10004854,23640264
0451,8571452,25070036,9961443,23681589
0452,8571720,25069969,9967072,23677200
0453,8571583,25070159,9985420,23658478
0454,8571647,25069813,9964067,23679855
0455,8571613,25070025,10003016,23641154
0456,8571554,25070077,9957201,23686549
0457,8571674,25070131,10004927,23638419
0458,8571545,25070234,9956039,23687788
0459,8571679,25070167,9962777,23681266
0460,8571291,25069899,10004741,23639096
0461,8571331,25069957,10005474,23638131
0462,8571893,25070133,9930618,23713466
0463,8571145,25069913,9951272,23692521
0464,8571528,25070059,9937855,23705373
0465,8571270,25070094,10010430,23632885
0466,8571734,25070185,9986481,23656684
0467,8571745,25069997,9947309,23696116
0468,8571433,25070173,9959795,23683403
0469,8571599,25070164,10009291,23634684
0470,8574875,25067083,9982578,23660725
0471,8571535,25069985,9995096,23648367
0472,8572030,25070125,9989920,23653768
0473,8571520,25070098,10001545,23642002
0474,8574873,25066968,9991780,23651026
0475,8571415,25070216,9996417,23647286
0476,8572105,25070036,9994662,23648703
0477,8571361,25070259,10007033,23636721
0478,8572198,25070325,9990164,23652965
0479,8575380,25066342,9991279,23651711
0480,8571688,25070191,9946598,23696213
0481,8571765,25069960,9996071,23646961
0482,8571951,25070259,9992967,23650179
0483,8571402,25070195,10006308,23637098
0484,8575103,25067128,10000113,23643119
0485,8571351,25070022,10014556,23628805
0486,8571785,25070293,9990254,23653445
0487,8571520,25070135,10004614,23639210
0488,8575116,25066829,9995760,23647977
0489,8571455,25070035,10000598,23642628
0490,8571739,25070177,9972772,23670542
0491,8571499,25070264,9963428,23680578
0492,8572225,25070415,9959525,23684429
0493,8571527,25070085,9998941,23644465
0494,8571871,25070463,9991766,23651927
0495,8571452,25070227,10040912,23602874
0496,8571673,25069971,9995240,23648751
0497,8574402,25069102,9957415,23686431
0498,8571409,25070294,9972372,23671706
0499,8571802,25069913,10007955,23636228
0500,8571993,25070318,10005387,23638457
0501,8571566,25070106,10003063,23640181
0502,8574607,25067812,9995494,23648060
0503,8571557,25070105,10032859,23610737
0504,8571677,25070187,10005061,23638354
0505,8571550,25070157,9996427,23646908
0506,8571268,25070167,10000825,23642272
0507,8573635,25067996,9968383,23675044
0508,8571466,25070206,10001565,23642602
0509,8571320,25070027,9996685,23646305
0510,8571611,25070016,10011479,23632094
0511,8571596,25069985,10007637,23636332
0512,8575212,25067341,9997258,23646184
0513,8571280,25070120,10001452,23641884
0514,8571919,25070138,10006924,23636402
0515,8571519,25070041,9991589,23651839
0516,8574606,25067074,9992545,23650526
0517,8571194,25070059,10008927,23635133
0518,8571382,25069972,10003818,23640196
0519,8571634,25070077,10011338,23631797
0520,8571871,25070087,10000775,23643028
0521,8571535,25070212,9923727,23719805
0522,8571767,25070225,9995950,23647874
0523,8571328,25070086,9963194,23680284
0524,8571543,25070091,9998244,23645998
0525,8576438,25065259,10000370,23643154
0526,8572067,25069990,9961896,23682581
0527,8571595,25069931,9937645,23705928
0528,8571840,25069979,9932319,23710889
0529,8574281,25067254,10004785,23638729
0530,8571492,25070364,9964876,23679071
0531,8571253,25069969,9950206,23693012
0532,8572745,25070511,9993072,23649005
0533,8571739,25070127,10013145,23630633
0534,8575737,25065915,9988564,23655253
0535,8571471,25070076,10001465,23642257
0536,8571667,25070060,9968697,23674697
0537,8571587,25070137,9991931,23651945
0538,8571630,25070162,10003335,23640624
0539,8571420,25070152,9995082,23648242
0540,8571479,25069962,9962033,23681585
0541,8571543,25070067,10000155,23643379
0542,8571522,25070055,9954118,23689758
0543,8571204,25070147,9997914,23645108
0544,8571754,25070195,9982489,23661990
0545,8571261,25070058,9999771,23643862
0546,8571331,25070034,10038741,23607033
0547,8571530,25070012,10008790,23634680
0548,8571269,25070039,9998743,23644564
0549,8571860,25069914,10002240,23641437
0550,8571330,25070137,9988908,23654982
0551,8571135,25070091,9959257,23683916
0552,8571358,25070084,9993850,23649768
0553,8573801,25067939,10003930,23639993
0554,8571533,25069883,9989655,23654341
0555,8571722,25070017,9998611,23645332
0556,8571201,25070066,9996400,23647273
0557,8571562,25070078,9979225,23664170
0558,8571528,25070041,9956736,23687112
0559,8571747,25070147,9986360,23657898
0560,8571472,25070099,9940746,23703260
0561,8571621,25070159,9979242,23664610
0562,8571815,25070049,9941201,23703005
0563,8574388,25067014,9972459,23671233
0564,8571917,25069955,9999453,23645041
0565,8571644,25069994,9996915,23646890
0566,8571403,25070081,9992265,23651538
0567,8571500,25070190,10028513,23614145
0568,8575842,25065642,9970365,23674011
0569,8571386,25070066,9998629,23645002
0570,8571834,25070134,9990962,23652396
0571,8571878,25070071,10008443,23635224
0572,8571647,25070188,10002544,23641901
0573,8571678,25070000,10007395,23636288
0574,8571501,25070042,9998352,23646509
0575,8571465,25070153,9958512,23684250
0576,8571454,25070277,9936058,23707807
0577,8571321,25070066,9941974,23701423
0578,8571872,25069970,9936111,23708256
0579,8571680,25070037,10007026,23636728
0580,8571534,25070095,9924933,23718657
0581,8571443,25069934,10010377,23632909
0582,8575182,25066699,9976258,23667759
0583,8587233,25055633,9998702,23645751
0584,8571440,25070083,9998444,23645916
0585,8571388,25070069,9938422,23705241
0586,8653845,24989778,9784109,23859417
0587,8571600,25070095,9944759,23698984
0588,8571899,25070450,9992041,23652201
0589,8571992,25070189,9954186,23689876
0590,8571965,25070454,9998216,23645049
0591,8571123,25069831,10045703,23597902
0592,8571755,25070460,9960724,23682714
0593,8571702,25070293,9959100,23685179
0594,8571906,25070403,9945908,23695359
0595,8571422,25070049,10008709,23635133
0596,8571698,25070117,9989696,23654235
0597,8571211,25070196,9998020,23645378
0598,8571593,25069999,9998981,23644344
0599,8571630,25070141,9946397,23696871
0600,8571588,25069942,9978313,23665215
0601,8571680,25070038,10001685,23641490
0602,8571422,25070028,9925879,23718107
0603,8571051,25070053,9937305,23706085
0604,8572434,25070265,9916215,23726991
0605,8571262,25070128,10008561,23634848
0606,8571559,25070443,10002065,23641674
0607,8571743,25070042,9943326,23699968
0608,8571553,25070193,9958836,23684652
0609,8576348,25065083,9968570,23675516
0610,8571304,25070042,9968181,23676072
0611,8571585,25070349,9999397,23644346
0612,8571689,25069998,9953885,23690449
0613,8576912,25064871,10004192,23639528
0614,8571319,25070063,9956670,23686819
0615,8571447,25070056,10000043,23643701
0616,8571673,25070029,10002222,23641941
0617,8571650,25070243,9919566,23724373
0618,8571466,25070116,9925349,23718913
0619,8571501,25070043,9936126,23707381
0620,8577219,25064142,10007351,23636699
0621,8571429,25070087,10000715,23642259
0622,8571655,25070025,9999057,23644138
0623,8571869,25070176,9969185,23674873
0624,8571269,25070010,9973627,23670317
0625,8571963,25070189,9999699,23643778
0626,8571185,25070139,10003025,23640844
0627,8571819,25070124,9927887,23715616
0628,8571556,25069894,9993452,23650049
0629,8571486,25069903,9998170,23645149
0630,8571413,25070116,9973995,23670017
0631,8571418,25069984,10036370,23607212
0632,8571606,25070003,9957454,23686132
0633,8571463,25070110,9962148,23681128
0634,8571802,25070089,9972581,23671097
0635,8571619,25070053,10009476,23633510
0636,8571320,25069976,10004423,23638774
0637,8571623,25070059,10005522,23638639
0638,8571886,25070033,9996589,23646989
0639,8571824,25070041,10002038,23641915
0640,8571482,25069983,10004107,23640476
0641,8571386,25069978,10007915,23634980
0642,8571580,25070144,9960447,23683196
0643,8571750,25070055,9953868,23689870
0644,8571781,25070052,9959191,23684570
0645,8571353,25070137,10007039,23636509
0646,8571441,25070141,9988928,23655045
0647,8571116,25070311,9955016,23688787
0648,8571206,25069936,9961568,23682094
0649,8571396,25070034,9946719,23697168
0650,8571436,25070015,9954578,23688871
0651,8571652,25070063,10009624,23634062
0652,8571447,25070051,9958197,23684735
0653,8571549,25070064,9950392,23693427
0654,8571598,25070085,9977905,23665744
0655,8571454,25070094,9955186,23688208
0656,8571443,25070292,9995034,23649173
0657,8572557,25069366,10009023,23634832
0658,8571075,25070186,9961595,23681884
0659,8571566,25070002,9958517,23684503
0660,8571160,25070182,9998386,23645725
0661,8572227,25069833,9998387,23644826
0662,8571458,25070001,9960142,23683630
0663,8571150,25070032,10041245,23602085
0664,8571434,25069956,9998174,23645392
0665,8571641,25069870,10005465,23638078
0666,8571616,25070091,10005422,23638764
0667,8571601,25070045,10006291,23636943
0668,8571399,25070080,9984587,23659636
0669,8571841,25070140,9967832,23675534
0670,8571073,25070035,9963147,23680706
0671,8571621,25070001,10005608,23637534
0672,8571617,25070023,10005327,23638110
0673,8571690,25070012,9996499,23647217
0674,8571495,25069973,9954680,23689161
0675,8571294,25069904,10003727,23639298
0676,8571575,25070099,9981996,23662794
0677,8571491,25070003,9973048,23670263
0678,8571378,25070101,9947285,23696555
0679,8571809,25070016,10002908,23640639
0680,8571124,25070197,9934357,23709128
0681,8571685,25069980,10013370,23630330
0682,8571484,25070101,9995913,23647270
0683,8571613,25070110,9935659,23707688
0684,8571264,25070158,9973818,23670178
0685,8571810,25070148,9958996,23685201
0686,8571470,25069885,10001550,23642486
0687,8571482,25070009,10009744,23633841
0688,8571527,25070011,10002427,23641797
0689,8571708,25070090,9994838,23647954
0690,8571060,25070246,9976904,23666592
0691,8571935,25070201,9987827,23655694
0692,8571539,25070182,9942106,23701480
0693,8571564,25070226,9985480,23658219
0694,8571448,25070067,9966694,23676549
0695,8571743,25069990,9972751,23669824
0696,8571836,25070119,10003150,23640577
0697,8571888,25070274,10000321,23643436
0698,8571633,25069937,10003656,23640217
0699,8572331,25070127,9992618,23650679
0700,8571358,25070198,9990976,23652458
0701,8571577,25070216,9991673,23651387
0702,8571403,25070094,9965780,23677863
0703,8571717,25070266,9993436,23649371
0704,8571410,25069986,9963261,23680057
0705,8571630,25070204,9985846,23657579
0706,8571262,25070034,9990471,23652544
0707,8571353,25069992,9998871,23644359
0708,8571392,25070076,9993983,23650011
0709,8571746,25070115,9934117,23709432
0710,8571704,25070083,9931898,23712480
0711,8571760,25070001,9973422,23669575
0712,8571618,25070072,9934870,23709060
0713,8571703,25069898,10001754,23640856
0714,8571685,25070097,9997168,23646151
0715,8572084,25069997,9964363,23679730
0716,8571784,25070206,10007879,23635797
0717,8571590,25070285,9988024,23655408
0718,8571434,25070020,9996721,23646784
0719,8571576,25069997,9998657,23645203
0720,8571782,25070117,9990602,23652602
0721,8571555,25070176,9991150,23651367
0722,8571662,25070096,10004055,23639280
0723,8571733,25070040,10000631,23643223
0724,8571280,25070078,10002750,23640916
0725,8571711,25069878,10000904,23642632
0726,8571699,25070052,9943393,23699778
0727,8571559,25069995,10027776,23615934
0728,8571935,25069971,10003867,23639366
0729,8571966,25070225,9990235,23653375
0730,8571573,25070044,9995713,23647381
0731,8571845,25070181,9929147,23714908
0732,8571759,25069982,10041533,23602051
0733,8571998,25069985,9990201,23653096
0734,8571664,25070025,10004019,23640231
0735,8748124,24902384,9991412,23651928
