sample_idx,latency
0,1204
1,680
2,672
3,740
4,744
5,712
6,724
7,724
8,680
9,684
10,672
11,736
12,736
13,728
14,688
15,696
16,684
17,688
18,748
19,728
20,712
21,716
22,680
23,684
24,680
25,720
26,676
27,700
28,688
29,692
30,696
31,716
32,692
33,708
34,684
35,676
36,720
37,696
38,692
39,684
40,712
41,684
42,712
43,676
44,700
45,708
46,680
47,688
48,708
49,684
50,612
51,668
52,700
53,696
54,708
55,700
56,708
57,688
58,688
59,712
60,696
61,700
62,692
63,660
64,720
65,716
66,692
67,696
68,696
69,708
70,668
71,664
72,692
73,704
74,708
75,696
76,692
77,708
78,700
79,704
80,708
81,696
82,720
83,680
84,672
85,696
86,704
87,708
88,700
89,696
90,708
91,700
92,668
93,688
94,684
95,696
96,700
97,700
98,696
99,680
100,716
101,700
102,680
103,724
104,676
105,692
106,704
107,704
108,696
109,680
110,672
111,712
112,696
113,604
114,600
115,708
116,700
117,700
118,700
119,708
120,700
121,720
122,716
123,700
124,716
125,680
126,704
127,692
128,692
129,704
130,684
131,692
132,696
133,624
134,688
135,624
136,692
137,684
138,700
139,700
140,680
141,692
142,708
143,700
144,684
145,708
146,676
147,696
148,696
149,692
150,708
151,712
152,700
153,680
154,624
155,684
156,708
157,708
158,696
159,720
160,708
161,696
162,708
163,704
164,700
165,692
166,716
167,692
168,692
169,704
170,704
171,696
172,704
173,716
174,688
175,636
176,688
177,704
178,696
179,708
180,704
181,688
182,712
183,700
184,704
185,692
186,716
187,676
188,680
189,700
190,704
191,708
192,688
193,688
194,720
195,692
196,688
197,684
198,692
199,708
200,696
201,688
202,708
203,680
204,708
205,708
206,676
207,708
208,692
209,688
210,704
211,692
212,684
213,700
214,676
215,708
216,700
217,668
218,688
219,700
220,688
221,712
222,716
223,692
224,680
225,688
226,696
227,688
228,704
229,692
230,696
231,704
232,704
233,696
234,692
235,688
236,680
237,628
238,692
239,696
240,708
241,700
242,704
243,704
244,700
245,708
246,712
247,696
248,708
249,664
250,668
251,696
252,688
253,700
254,696
255,672
256,692
257,696
258,616
259,620
260,616
261,688
262,696
263,712
264,716
265,684
266,704
267,712
268,684
269,696
270,704
271,696
272,700
273,696
274,704
275,680
276,684
277,716
278,688
279,648
280,692
281,700
282,696
283,716
284,716
285,696
286,712
287,712
288,708
289,692
290,708
291,692
292,676
293,692
294,708
295,692
296,704
297,680
298,704
299,696
300,600
301,604
302,652
303,700
304,696
305,692
306,708
307,708
308,700
309,700
310,680
311,716
312,680
313,672
314,692
315,704
316,696
317,684
318,688
319,716
320,684
321,608
322,692
323,680
324,696
325,704
326,704
327,704
328,700
329,700
330,700
331,712
332,720
333,680
334,668
335,692
336,692
337,700
338,688
339,680
340,724
341,676
342,692
343,608
344,684
345,712
346,700
347,700
348,704
349,672
350,712
351,692
352,676
353,720
354,700
355,668
356,704
357,704
358,708
359,688
360,668
361,712
362,680
363,644
364,688
365,700
366,680
367,696
368,704
369,708
370,684
371,704
372,704
373,704
374,712
375,680
376,700
