sample_idx,latency
0,2068
1,764
2,752
3,760
4,732
5,776
6,764
7,752
8,708
9,708
10,716
11,724
12,744
13,748
14,716
15,724
16,704
17,680
18,736
19,700
20,692
21,708
22,776
23,712
24,680
25,732
26,668
27,684
28,740
29,736
30,708
31,704
32,708
33,700
34,688
35,696
36,696
37,656
38,688
39,596
40,600
41,684
42,724
43,704
44,712
45,700
46,696
47,704
48,708
49,700
50,692
51,720
52,696
53,688
54,696
55,700
56,696
57,692
58,708
59,700
60,676
61,628
62,688
63,700
64,716
65,704
66,692
67,708
68,704
69,704
70,704
71,704
72,708
73,692
74,668
75,712
76,708
77,712
78,692
79,704
80,704
81,688
82,608
83,688
84,656
85,704
86,704
87,708
88,708
89,696
90,704
91,704
92,684
93,716
94,696
95,668
96,696
97,704
98,684
99,684
100,672
101,688
102,676
103,676
104,604
105,656
106,716
107,712
108,696
109,692
110,704
111,696
112,708
113,700
114,720
115,676
116,656
117,692
118,704
119,712
120,684
121,680
122,716
123,688
124,604
125,604
126,632
127,696
128,700
129,696
130,720
131,688
132,700
133,716
134,684
135,700
136,704
137,652
138,700
139,708
140,708
141,700
142,708
143,708
144,684
145,608
146,692
147,700
148,704
149,704
150,700
151,700
152,692
153,712
154,708
155,704
156,724
157,688
158,668
159,684
160,708
161,704
162,700
163,696
164,724
165,696
166,672
167,688
168,704
169,692
170,704
171,708
172,688
173,696
174,708
175,712
176,680
177,692
178,676
179,704
180,708
181,676
182,704
183,708
184,700
185,684
186,620
187,684
188,632
189,688
190,672
191,704
192,692
193,688
194,708
195,712
196,712
197,704
198,708
199,664
200,692
201,708
202,704
203,700
204,700
205,704
206,684
207,628
208,692
209,704
210,708
211,704
212,692
213,712
214,700
215,720
216,704
217,680
218,708
219,676
220,676
221,704
222,712
223,712
224,700
225,684
226,704
227,688
228,656
229,684
230,708
231,704
232,708
233,704
234,684
235,696
236,708
237,716
238,672
239,732
240,692
241,680
242,696
243,700
244,708
245,688
246,684
247,724
248,684
249,664
250,692
251,700
252,700
253,712
254,700
255,676
256,700
257,704
258,712
259,692
260,712
261,692
262,684
263,708
264,688
265,692
266,700
267,696
268,676
269,640
270,608
271,596
272,696
273,704
274,700
275,708
276,696
277,688
278,708
279,704
280,692
281,732
282,684
283,696
284,708
285,696
286,708
287,680
288,688
289,680
290,688
291,692
292,616
293,700
294,684
295,708
296,696
297,688
298,704
299,700
300,704
301,676
302,692
303,680
304,700
305,696
306,708
307,700
308,696
309,704
310,676
311,632
312,672
313,684
314,704
315,680
316,688
317,696
318,680
319,700
320,696
321,696
322,680
323,716
324,684
325,704
326,696
327,704
328,700
329,696
330,696
331,672
332,620
333,604
334,604
335,680
336,684
337,700
338,680
339,708
340,692
341,696
342,700
343,668
344,708
345,680
346,680
347,684
348,700
349,712
350,680
351,700
352,684
353,676
354,592
