run,baseline_elim,baseline_notelim,openssl_elim,openssl_notelim,add_elim,add_notelim,double_elim,double_notelim,mul_elim,mul_notelim,ad_elim,ad_notelim
0001,8571259,25069977,10768945,22874212,12261319,21380706,12824671,20817495,13382328,20258950,12271315,21370528
0002,8571297,25070253,10782741,22860682,12269845,21372499,12822432,20819536,13384788,20256686,12271847,21369990
0003,8571465,25070093,10800449,22843135,12261496,21380857,12828003,20814156,13384168,20256992,12269083,21372723
0004,8571852,25069890,10759123,22884291,12264422,21377788,12822484,20819595,13377801,20263839,12263856,21378668
0005,8571778,25069973,10795252,22848192,12264793,21376916,12823232,20818689,13384658,20256221,12263249,21378746
0006,8571366,25070180,10709488,22933934,12267484,21374563,12823238,20818636,13385877,20255790,12278446,21363517
0007,8571415,25070063,10734394,22909695,12266323,21375962,12819694,20822346,13385664,20255923,12265189,21376529
0008,8571263,25070137,10738806,22904608,12271778,21370306,12819619,20822249,13384118,20256723,12294357,21347461
0009,8571522,25070070,10746470,22896808,12263999,21378182,12829469,20812569,13387285,20253629,12262601,21379494
0010,8571665,25070079,10511709,23131768,12257971,21384034,12819899,20821625,13371380,20270203,12269472,21372590
0011,8571959,25069990,10790963,22852597,12268231,21373543,12831320,20810825,13386141,20255131,12276079,21365994
0012,8571457,25070007,10752343,22891454,12268827,21373116,12815877,20826072,13384958,20256355,12269713,21372050
0013,8571229,25070064,10731881,22911234,12267108,21374679,12822483,20819504,13386050,20255484,12254938,21387247
0014,8571447,25070165,10803192,22839601,12267652,21374031,12821488,20820530,13378940,20262629,12268687,21373251
0015,8571516,25070180,10773927,22868998,12261469,21381083,12826255,20815423,13379346,20262239,12268428,21373642
0016,8571635,25070027,10774070,22869704,12263821,21378356,12826717,20815062,13386482,20255049,12263486,21378343
0017,8571488,25070296,10764433,22879198,12263763,21378516,12809019,20833011,13377107,20264125,12262064,21380136
0018,8571636,25069891,10793667,22849704,12256443,21385705,12816362,20825704,13392632,20248422,12264319,21377960
0019,8571577,25070092,10741188,22902206,12259043,21383119,12820534,20821181,13368732,20272477,12261028,21380885
0020,8571918,25070008,10741127,22902357,12265946,21376135,12811328,20830203,13380656,20260690,12265559,21376480
0021,8571488,25070182,10727968,22915227,12266019,21376439,12820722,20821315,13379295,20261938,12264830,21377190
0022,8571375,25070061,10803519,22839523,12267205,21375069,12847791,20794360,13381032,20260231,12262768,21379462
0023,8571551,25070077,10759003,22884262,12263882,21377936,12822678,20819287,13388554,20252610,12264886,21376801
0024,8571852,25069976,10789601,22853810,12260472,21381590,12824562,20817074,13381008,20260267,12267173,21375323
0025,8571926,25069904,10770766,22873082,12266638,21375022,12827595,20814302,13387672,20253649,12263280,21378572
0026,8571607,25070018,10744251,22899112,12266206,21375982,12809144,20832581,13385970,20255738,12267333,21375127
0027,8571442,25070130,10767995,22874536,12265512,21376594,12830422,20811795,13381564,20259766,12269121,21372893
0028,8571533,25069969,10739355,22903871,12261522,21380212,12819647,20822676,13385185,20256032,12266350,21375666
0029,8571400,25070016,10735338,22908209,12269360,21372753,12818604,20822969,13387647,20253548,12267672,21374721
0030,8571569,25069978,10732337,22910804,12264226,21377958,12825031,20816849,13389312,20251923,12269524,21372323
0031,8571336,25070119,10762357,22881444,12264621,21377148,12820108,20821796,13372521,20268728,12259874,21381719
0032,8571244,25070070,10791914,22851162,12265842,21376497,12826564,20815316,13376915,20264045,12260624,21381431
0033,8571624,25069967,10742563,22901030,12269647,21372935,12824982,20817176,13381113,20260276,12265333,21376699
0034,8571664,25070127,10741386,22902004,12269750,21372330,12822479,20819650,13383275,20257711,12263125,21378697
0035,8571198,25070109,10753090,22889979,12259071,21382977,12815331,20826418,13388838,20252395,12265462,21376395
0036,8571622,25070130,10727135,22915843,12260924,21381173,12827193,20814802,13386997,20253785,12261208,21380668
0037,8571330,25070219,10721561,22922446,12265255,21376675,12824062,20818073,13383274,20258289,12267647,21374403
0038,8571640,25070003,10788493,22854599,12266023,21376470,12836057,20806386,13385418,20255955,12252966,21389071
0039,8571317,25070144,10754380,22889447,12268972,21372922,12825173,20816913,13383245,20257748,12265294,21376528
0040,8575668,25065953,10807086,22836527,12276145,21365879,12813678,20828237,13371379,20270293,12263859,21378414
0041,8571367,25070071,10757947,22885016,12274462,21368171,12816749,20825329,13386771,20254354,12269557,21372750
0042,8571427,25070225,10688711,22954522,12267790,21374033,12820781,20821090,13384517,20257113,12265786,21375980
0043,8571583,25070050,10772362,22870889,12269066,21373161,12826588,20815039,13386894,20254533,12267641,21374288
0044,8571715,25070092,10732897,22911320,12267653,21374412,12814858,20826930,13382781,20258417,12262268,21379839
0045,8571128,25070130,10758925,22884355,12264225,21377690,12816555,20825104,13392029,20249317,12263662,21378572
0046,8571524,25070100,10796505,22846830,12265231,21376546,12819475,20822305,13383540,20257698,12265814,21376424
0047,8571676,25070048,10746989,22896710,12261792,21380652,12818130,20823727,13384822,20256588,12262793,21379410
0048,8571597,25070016,10735768,22907635,12260205,21381845,12812537,20828840,13386520,20254962,12263190,21379119
0049,8571482,25070144,10732763,22910985,12270765,21371131,12817496,20824563,13324793,20316485,12268096,21374041
0050,8572643,25071204,10742281,22901194,12270465,21371678,12815579,20826192,13379953,20261192,12256468,21385462
0051,8571599,25069986,10736051,22907436,12265938,21376351,12825427,20816676,13373743,20267577,12268256,21373787
0052,8571585,25070180,10757454,22886382,12265888,21376105,12818292,20823386,13388557,20252908,12263410,21378578
0053,8571229,25070086,10753630,22889191,12264328,21377668,12820331,20821763,13382980,20258301,12267620,21374373
0054,8571631,25070069,10732917,22910583,12264286,21377389,12815947,20826011,13360649,20280669,12269896,21372282
0055,8571318,25070292,10809793,22834009,12256602,21385240,12818531,20823446,13384191,20257111,12258960,21383189
0056,8571397,25070161,10795908,22847206,12271676,21370211,12819550,20822472,13367701,20273753,12263729,21377779
0057,8571501,25070229,10747719,22895373,12258255,21383591,12814521,20827432,13387156,20254410,12266280,21375423
0058,8571727,25069950,10746089,22897309,12257439,21384756,12816835,20825493,13384846,20256545,12272264,21369965
0059,8571301,25070181,10713781,22929561,12272378,21369630,12821039,20820654,13384698,20256536,12261706,21380244
0060,8571440,25070120,10765695,22877507,12261638,21380328,12843940,20798191,13381602,20259432,12266557,21375103
0061,8571674,25070218,10736448,22907450,12265624,21376532,12822547,20819686,13385075,20255907,12266003,21375750
0062,8571487,25069951,10742914,22900104,12267185,21374511,12823449,20818273,13384086,20256990,12274451,21367653
0063,8571241,25070262,10778020,22865564,12265995,21376126,12822854,20818980,13384429,20256789,12266362,21375854
0064,8571707,25070116,10762762,22880584,12264802,21377628,12820666,20821236,13381516,20259705,12260378,21381430
0065,8571450,25070118,10755235,22888129,12260522,21381441,12813123,20828671,13377565,20263606,12261003,21381411
0066,8571531,25070051,10743999,22899388,12274404,21367735,12819993,20821675,13357519,20283717,12257295,21385026
0067,8571655,25070105,10768538,22875203,12262727,21379330,12813616,20828178,13383989,20257499,12260113,21381613
0068,8571475,25070102,10762453,22881315,12261085,21380905,12828059,20813980,13385979,20255304,12263749,21378021
0069,8571386,25070206,10724100,22919356,12268103,21373893,12815689,20825674,13378623,20262504,12261617,21380402
0070,8571634,25070121,10774117,22869262,12253608,21388366,12819457,20822724,13383781,20257946,12257220,21384663
0071,8571288,25070172,10701891,22941717,12268104,21373726,12828398,20813704,13387060,20254232,12265215,21376897
0072,8571272,25070081,10772859,22870488,12267128,21374803,12821253,20820440,13386688,20254868,12268284,21373692
0073,8571746,25070009,10766327,22877040,12264408,21377776,12819685,20822142,13364231,20277134,12265385,21376765
0074,8571570,25070112,10754684,22889323,12261245,21380921,12817609,20824098,13381953,20259427,12265718,21376498
0075,8571478,25070130,10767656,22876259,12259227,21382622,12829183,20812960,13385172,20255942,12268602,21372820
0076,8571635,25070117,10728276,22914951,12261663,21380641,12817568,20824229,13387226,20254103,12254639,21387197
0077,8571654,25070020,10778139,22864417,12259956,21382096,12821240,20820858,13379303,20262050,12267782,21374269
0078,8571405,25070239,10783428,22859589,12262949,21378499,12819513,20822343,13327311,20313871,12257138,21384832
0079,8571828,25070124,10781785,22861503,12269569,21372766,12825213,20816682,13384437,20256986,12266666,21375667
0080,8571475,25070066,10780878,22862310,12263327,21378452,12823082,20818458,13386301,20254775,12257749,21384435
0081,8571767,25069895,10777980,22865710,12272494,21369657,12817424,20824346,13381677,20259366,12270785,21371314
0082,8571448,25070040,10760858,22882376,12268914,21373124,12814896,20827039,13379797,20261454,12262083,21379858
0083,8571870,25069975,10787047,22855644,12274502,21367594,12817294,20824834,13386934,20254097,12265215,21376765
0084,8571707,25070195,10751408,22892480,12256297,21385418,12818881,20822572,13379482,20262014,12266797,21375169
0085,8571676,25070141,10768072,22874739,12265453,21376642,12834187,20807553,13380057,20261387,12270230,21371891
0086,8571682,25070067,10769930,22873210,12265674,21376629,12818643,20822974,13383825,20257269,12265301,21376678
0087,8571351,25070039,10722071,22921066,12264075,21378329,12821401,20820231,13393446,20247814,12269088,21372310
0088,8571166,25070073,10781058,22862316,12262326,21379676,12821497,20820364,13384366,20256722,12267199,21374765
0089,8571425,25070146,10717376,22926107,12270288,21371556,12810682,20831313,13370628,20270853,12263989,21377936
0090,8571472,25070011,10769285,22873996,12256430,21385385,12815103,20826872,13361532,20279667,12259965,21381746
0091,8571904,25069985,10732847,22910273,12265305,21376610,12819739,20822546,13385917,20255382,12266385,21375761
0092,8571691,25070130,10762860,22880245,12265241,21376444,12819413,20822736,13387505,20253783,12266296,21375330
0093,8571420,25070052,10756802,22886898,12261277,21380645,12815893,20826061,13386772,20254446,12261115,21381000
0094,8571551,25070064,10717751,22925396,12270168,21372151,12824540,20817282,13389069,20252287,12333345,21308751
0095,8571404,25070053,10728497,22914825,12261544,21380603,12818166,20823950,13390074,20251231,12264731,21377490
0096,8571471,25070290,10739098,22904336,12261461,21380874,12819130,20822856,13389679,20251826,12262995,21378982
0097,8571638,25070154,10764077,22878633,12256213,21385863,12815318,20826140,13391156,20250367,12264322,21377707
0098,8571489,25070130,10748219,22895089,12263738,21378523,12809010,20832995,13377906,20263285,12267802,21374426
0099,8571591,25070088,10730973,22912604,12264308,21377702,12816188,20825751,13377068,20264195,12264277,21377844
0100,8571457,25070083,10737314,22905904,12261887,21379906,12815015,20826919,13385498,20255983,12256794,21385411
0101,8571577,25070204,10756488,22886574,12264022,21377640,12817961,20824077,13374515,20266659,12264624,21377446
0102,8571446,25070208,10766456,22876923,12262958,21378567,12823328,20818740,13383274,20258298,12258678,21383166
0103,8571735,25069957,10767328,22875584,12263262,21378821,12818569,20823484,13355905,20285674,12265999,21375465
0104,8571553,25070129,10742739,22900227,12267129,21374867,12817681,20824700,13384101,20257553,12266699,21375500
0105,8571645,25069993,10747143,22896320,12261908,21379944,12822939,20819330,13386334,20254815,12261204,21380918
0106,8571506,25070094,10748679,22895103,12261837,21380472,12822920,20818918,13386374,20255122,12268775,21373289
0107,8571639,25070148,10756006,22887370,12264383,21377399,12818069,20823451,13386381,20254704,12260559,21381230
0108,8571683,25069935,10734670,22908461,12267084,21375003,12808530,20833438,13379107,20263168,12265495,21375431
0109,10942210,22764607,10719339,22923834,12268825,21373913,12834061,20808000,13380935,20258665,12263124,21379005
0110,10646012,23104437,10747111,22895881,12259074,21382943,12821198,20820974,13335755,20305595,12272108,21370180
0111,8571591,25070229,10703932,22938956,12264932,21377353,12831737,20810322,13381435,20259887,12265396,21377686
0112,8571690,25070184,10763940,22879503,12272622,21369687,12829062,20812736,13379976,20261452,12268034,21374049
0113,8598151,25108370,10751910,22891843,12270154,21372020,12826062,20815886,13389424,20252093,12259957,21381822
0114,8571686,25069930,10759523,22883950,12266431,21376074,12825816,20816200,13374151,20267476,12263502,21378625
0115,8571556,25069968,10794176,22848659,12265500,21377090,12825621,20816200,13386236,20254893,12274469,21367841
0116,8571203,25069945,10739768,22903237,12258428,21383831,12823284,20818633,13385605,20255825,12275509,21366372
0117,8571618,25070137,10748325,22894758,12267479,21374268,12820253,20821727,13381677,20259646,12272470,21369446
0118,8571651,25070086,10745066,22898657,12266016,21375982,12819150,20822914,13381557,20260029,12269117,21373125
0119,8571634,25070077,10786574,22856725,12264465,21377558,12820176,20821837,13388577,20252858,12267430,21374681
0120,8571439,25070034,10740972,22902170,12273845,21368781,12820429,20821630,13389078,20251910,12264699,21377686
0121,8571585,25070045,10789613,22853836,12274692,21367633,12817764,20824004,13377783,20264258,12262661,21379110
0122,8580407,25061320,10795138,22848144,12260332,21381655,12829285,20812506,13383944,20257196,12265806,21376647
0123,8571466,25070016,10791627,22851698,12268248,21373725,12819821,20821863,13385693,20255472,12260362,21381918
0124,8571166,25070287,10747168,22896748,12261302,21380960,12829794,20812235,13385302,20255979,12257399,21384688
0125,8571322,25070197,10763605,22880113,12268818,21373401,12832201,20809571,13380258,20260642,12266516,21375663
0126,8571726,25070031,10777787,22865358,12266487,21375288,12819731,20822173,13381567,20260070,12267497,21374472
0127,11629561,22127256,10755928,22887402,12262284,21379957,12824409,20817432,13383118,20258217,12262956,21378937
0128,8571219,25070140,10772680,22870981,12264157,21378450,12807068,20834870,13384571,20256811,12265293,21376587
0129,8571638,25070028,10756101,22886917,12267547,21374493,12827848,20813867,13382013,20259419,12266979,21374994
0130,8571671,25070135,10753181,22889751,12269621,21372549,12825441,20816102,13380139,20261056,12281130,21360715
0131,8571546,25070066,10736960,22905643,12266557,21375157,12831507,20810087,13387086,20254361,12271849,21369916
0132,8571688,25070157,10704567,22938983,12268687,21373393,12825773,20815941,13384470,20257100,12275290,21366382
0133,8571261,25069963,10761987,22880967,12270418,21371592,12825475,20816310,13384522,20256681,12263846,21377892
0134,8571657,25070031,10706905,22936290,12262999,21378968,12809042,20833061,13380018,20261409,12270903,21370952
0135,8571392,25070150,10727930,22915492,12271213,21370909,12834039,20807577,13389721,20251616,12271197,21371015
0136,8571480,25070039,10748985,22894467,12266087,21375822,12826346,20815348,13387783,20253637,12265662,21376554
0137,8571679,25070023,10783450,22860662,12270397,21371269,12828956,20812974,13386430,20255576,12268812,21373796
0138,8585295,25056787,10726182,22917162,12266081,21376036,12826322,20815733,13377814,20263714,12270142,21372650
0139,8571351,25070245,10786848,22856385,12269953,21371811,12818824,20822950,13376954,20264445,12266883,21374982
0140,8572038,25070151,10720350,22923030,12270198,21372274,12838536,20803629,13382963,20258234,12263807,21378331
0141,8571637,25069993,10729940,22913690,12270721,21372144,12822677,20818904,13379561,20262004,12268903,21373287
0142,8571420,25070131,10738776,22904964,12261674,21380234,12829785,20812274,13385321,20256015,12267924,21374250
0143,8571395,25070079,10780987,22861738,12264019,21378009,12816172,20825336,13375927,20265427,12275721,21366496
0144,8571417,25070058,10738733,22905011,12263758,21378365,12822320,20818876,13383755,20257735,12276266,21366337
0145,8571197,25070120,10743129,22899860,12273634,21368428,12828791,20812985,13383669,20257994,12263325,21378679
0146,8571384,25070209,10768604,22874887,12267130,21375091,12824778,20816861,13387712,20253494,12267019,21374968
0147,8571254,25070092,10727989,22915126,12264809,21377410,12822855,20819178,13377187,20264243,12268956,21372990
0148,8571190,25070169,10741382,22901853,12268772,21373100,12815945,20825965,13385923,20255370,12256285,21385987
0149,8571493,25070123,10711204,22932439,12260497,21381838,12816967,20824723,13386645,20254757,12267109,21374924
0150,11427739,22321454,10760213,22882961,12269957,21371816,12827044,20815091,13379704,20261940,12268779,21373638
0151,8571621,25070034,10741888,22901903,12266857,21375302,12816924,20825336,13389113,20252042,12271553,21370257
0152,8571726,25070035,10738826,22904771,12270051,21371691,12822427,20819377,13379395,20262003,12267332,21374560
0153,8571624,25070131,10790664,22852694,12263172,21379221,12828542,20813307,13381526,20259659,12266305,21375608
0154,8571409,25070108,10750651,22892408,12266179,21375820,12834079,20808111,13388805,20252590,12270966,21370803
0155,8575986,25065689,10723941,22919446,12271943,21370527,12827190,20815103,13383497,20257984,12264003,21378038
0156,8571515,25070119,10700387,22943017,12268862,21373091,12822718,20819317,13358651,20282683,12248383,21393600
0157,8571522,25070297,10779225,22863890,12262556,21379374,12823127,20818466,13383392,20257716,12269352,21373381
0158,8571828,25070173,10700799,22942356,12273697,21368533,12828757,20812879,13383646,20257791,12272891,21369213
0159,8571289,25070200,10766196,22877060,12263622,21378734,12827651,20814610,13382782,20258625,12266079,21376349
0160,8571532,25069958,10736318,22907382,12268221,21373636,12821304,20820590,13338405,20303207,12257847,21384090
0161,8571866,25070010,10678761,22964047,12259849,21382356,12824580,20817384,13385564,20255662,12265559,21376301
0162,8571460,25070108,10722070,22921658,12273019,21368881,12830926,20810706,13373958,20267839,12274625,21367090
0163,8571338,25070050,10756443,22887426,12262121,21380317,12827739,20814337,13365260,20275988,12277031,21365488
0164,8571366,25070150,10773972,22868808,12261761,21381111,12792614,20850087,13378166,20263414,12266901,21375100
0165,8571517,25070178,10751373,22891880,12272510,21369432,12814535,20827206,13383733,20257710,12266506,21375171
0166,8571379,25070051,10742610,22900256,12263072,21378938,12822453,20819337,13386319,20254632,12264310,21377642
0167,8571330,25070170,10704843,22938884,12272003,21370493,12831987,20809845,13387283,20254186,12257826,21384110
0168,8571610,25070036,10768617,22875283,12259887,21382053,12828547,20813456,13382979,20259130,12263435,21378864
0169,8573789,25072144,10774421,22868894,12303321,21340254,12806856,20835248,13381627,20259882,12264363,21377848
0170,8571609,25069938,10722956,22920436,12275929,21367337,12814627,20827428,13388765,20252547,12272863,21369090
0171,8571485,25070045,10721644,22921809,12264056,21377374,12830307,20811619,13389954,20251423,12258684,21383256
0172,8575109,25074757,10728474,22914808,12275400,21367203,12809893,20832380,13383491,20257813,12255376,21394041
0173,8571835,25070013,10791895,22851717,12275670,21366561,12826445,20815142,13383062,20260670,12265596,21376060
0174,8571539,25070107,10782969,22860741,12293774,21348745,12820325,20821628,13360372,20280802,12270747,21371441
0175,8572233,25070093,10766035,22877147,12267396,21374676,12830409,20811887,13384616,20256481,12267650,21375205
0176,8576600,25065439,10796036,22847301,12265138,21378010,12823626,20818088,13381305,20260191,12263541,21378323
0177,8571792,25070033,10793422,22849903,12266159,21375802,12833118,20809155,13379601,20261033,12271230,21370965
0178,8571662,25070138,10756590,22886969,12262828,21379343,12827201,20815002,13383195,20258721,12261366,21380632
0179,8571972,25070136,10754504,22889200,12266839,21375410,12828937,20813073,13383665,20257716,12270891,21371177
0180,8571540,25069971,10787245,22856162,12266660,21375379,12828180,20813964,13386982,20254564,12263746,21377927
0181,8571305,25070192,10756655,22887138,12273312,21369133,12825247,20816548,13383901,20257070,12271714,21370050
0182,8571605,25070128,10782960,22860820,12270014,21371811,12833052,20808774,13383541,20257827,12268898,21373287
0183,8571248,25070114,10762052,22880542,12272131,21370183,12828077,20814096,13382955,20258594,12262220,21379661
0184,8571163,25070032,10691379,22952308,12275014,21367431,12821264,20820393,13386924,20254437,12269740,21372246
0185,8571739,25070169,10770797,22872947,12264808,21377119,12822798,20819041,13387185,20253951,12264316,21377451
0186,8571433,25070001,10799892,22843507,12268686,21373286,12823098,20818901,13389380,20251826,12267086,21374800
0187,8571786,25070128,10705220,22937865,12260690,21381392,12823698,20817950,13386176,20255300,12264782,21377402
0188,8571191,25070131,10753905,22889984,12267006,21374997,12830398,20810726,13371428,20270223,12274170,21368150
0189,8571465,25070087,10736132,22906942,12270096,21372389,12827773,20814446,13385901,20255494,12263631,21378170
0190,8571907,25070149,10834230,22812850,12261451,21380289,12831021,20811094,13385502,20255980,12268679,21373305
0191,8571227,25070097,10698690,22944382,12267758,21374187,12822068,20819738,13384964,20256196,12271060,21370782
0192,8571602,25070039,10784429,22858310,12273951,21368229,12810701,20831276,13378999,20262497,12267067,21374986
0193,8584643,25057187,10784331,22858889,12268780,21373373,12821791,20820198,13347726,20293620,12266516,21375557
0194,8571493,25070205,10793147,22850242,12255224,21386625,12825151,20816555,13361425,20280081,12267731,21374190
0195,8571197,25070261,10739022,22904115,12276762,21365232,12826693,20815184,13386411,20254902,12263324,21378741
0196,8571627,25069955,10724620,22918843,12266090,21376236,12824775,20817049,13388887,20252407,12267836,21374182
0197,8571675,25070196,10720298,22923243,12263406,21378296,12824604,20817528,13388745,20252832,12267984,21374292
0198,8580668,25061220,10730202,22913426,12275429,21366769,12827465,20814818,13360987,20279986,12268525,21373641
0199,8571551,25070156,10745961,22897322,12256616,21385466,12830263,20811273,13387655,20253728,12266144,21375733
0200,8571689,25070022,10715218,22928472,12273038,21369193,12825440,20816444,13383588,20257640,12262869,21379079
0201,8571701,25070104,10729244,22914357,12263303,21378741,12822392,20819882,13384142,20257261,12259974,21382114
0202,8571254,25069995,10801763,22841974,12261145,21381101,12824106,20817704,13361452,20280080,12264801,21377438
0203,8571865,25070095,10732153,22911482,12266034,21375962,12814875,20827141,13386180,20255472,12271012,21371590
0204,8571789,25069971,10721056,22922272,12264698,21377376,12836195,20806122,13381514,20260017,12263877,21378080
0205,8571580,25069984,10763127,22880055,12263429,21378434,12827256,20814374,13383254,20258195,12265524,21376432
0206,8571536,25070111,10788648,22854527,12260704,21381761,12828209,20814017,13382351,20258754,12268392,21373307
0207,8571616,25070032,10776995,22866453,12254417,21386936,12822634,20819589,13386615,20254956,12265872,21376292
0208,8571323,25069978,10771792,22871425,12266792,21375324,12815535,20826560,13385437,20255915,12264662,21377422
0209,8571446,25070129,10770645,22872599,12266999,21375204,12834452,20807732,13387862,20253392,12277303,21365137
0210,8571795,25070049,10758552,22884650,12261764,21380011,12822784,20819090,13381935,20259341,12261521,21380384
0211,8572114,25070021,10743731,22899634,12270286,21371637,12827838,20814282,13377053,20264264,12268088,21373876
0212,8571673,25070111,10764914,22878809,12271470,21371105,12831928,20809785,13383832,20257399,12270960,21370730
0213,8571437,25070045,10758681,22884487,12271853,21369985,12824586,20817111,13381547,20259807,12267224,21375051
0214,8571610,25070092,10725937,22917819,12270657,21371453,12830346,20811674,13381366,20260180,12269209,21373189
0215,8578449,25064343,10748949,22894487,12271297,21370730,12819094,20822764,13385499,20256047,12273261,21369134
0216,8571618,25070020,10750039,22893656,12266594,21375608,12823561,20818260,13382847,20258600,12260662,21381414
0217,8572055,25069846,10695959,22947587,12263606,21378344,12827515,20814436,13389418,20252299,12268313,21373604
0218,8571848,25070074,10719461,22923751,12253790,21388132,12821618,20819780,13378062,20263342,12263556,21378377
0219,8571787,25070085,10753142,22889902,12264432,21377522,12823892,20818289,13383941,20257097,12258410,21383654
0220,8571640,25070132,10772735,22870364,12269751,21372447,12823157,20818981,13377206,20264137,12265157,21377270
0221,8571709,25070059,10780421,22862566,12260948,21381024,12829749,20811988,13362570,20278831,12267967,21374358
0222,8571726,25070057,10801987,22841392,12265253,21376619,12823126,20818795,13380259,20261175,12265610,21376302
0223,8571528,25070132,10705905,22937382,12268736,21373249,12829774,20812125,13383294,20257765,12272301,21369925
0224,8571994,25070210,10791035,22852339,12267023,21374996,12831308,20810671,13384884,20256597,12266502,21375620
0225,8571314,25070107,10774195,22869857,12261380,21380541,12820638,20821268,13383876,20257427,12266787,21375418
0226,8571658,25070136,10747747,22895202,12272336,21369452,12828830,20813483,13385538,20255749,12267373,21374675
0227,8571813,25070058,10737878,22905590,12266096,21375920,12821563,20820013,13388191,20252774,12265762,21376050
0228,8571560,25069975,10767449,22875912,12266736,21375412,12830510,20811514,13380878,20260261,12263311,21378767
0229,8571436,25070137,10727502,22915725,12265931,21375884,12824374,20817451,13387459,20253706,12266330,21375699
0230,8571853,25070019,10722360,22920459,12261522,21380582,12825399,20816178,13378864,20262604,12265769,21376039
0231,8571647,25070121,10681136,22961986,12262107,21379494,12818735,20822926,13384507,20256955,12265885,21376058
0232,8571566,25070079,10769701,22874075,12265793,21376267,12809337,20832322,13382238,20259332,12271415,21370955
0233,8586474,25055717,10747460,22895695,12267521,21374717,12821172,20820899,13377911,20262971,12265565,21376180
0234,8571325,25070027,10732045,22911451,12269796,21372096,12822466,20819494,13382230,20259019,12264873,21376960
0235,8571664,25070051,10750122,22893396,12268295,21373544,12819392,20822779,13385258,20256155,12268071,21374021
0236,8571618,25070037,10781443,22862065,12266924,21375209,12830106,20811377,13367207,20273846,12266166,21375655
0237,8571570,25070155,10722309,22920723,12259034,21382876,12821426,20820243,13389292,20251816,12272674,21369680
0238,8571367,25069994,10746666,22896529,12260068,21381777,12821123,20820812,13380699,20260529,12271673,21369957
0239,8571386,25069975,10789767,22853152,12270320,21371871,12822011,20819761,13383987,20257187,12264707,21377036
0240,8571647,25070203,10774979,22867731,12254137,21387827,12822206,20819932,13365468,20275933,12265037,21376474
0241,8571378,25070007,10758386,22884581,12276270,21365977,12827496,20814873,13387655,20253947,12258870,21382798
0242,8571590,25070302,10694583,22948130,12266175,21376095,12796160,20845984,13383235,20257959,12265147,21377300
0243,8571681,25070282,10735622,22907373,12264438,21377752,12819743,20822784,13380939,20260124,12261966,21379940
0244,8571597,25070058,10733833,22909370,12269066,21373279,12821322,20820868,13373070,20268157,12262280,21379924
0245,8571464,25070122,10715270,22928040,12265774,21376420,12823363,20818405,13381270,20259864,12272066,21369826
0246,8571429,25070156,10754541,22888829,12268728,21373050,12825209,20816568,13391094,20250064,12262715,21379461
0247,8571677,25070126,10764957,22878512,12263865,21377859,12822345,20819266,13392776,20248858,12260103,21381904
0248,8571502,25070042,10787970,22855169,12250935,21391126,12824691,20816859,13376459,20265139,12259099,21383022
0249,8571709,25070027,10782954,22860355,12271640,21370069,12821553,20820017,13386504,20254764,12265813,21375817
0250,8571436,25070138,10726104,22916982,12258228,21383967,12827305,20814721,13372645,20268574,12261006,21380471
0251,8571344,25069897,10758693,22885152,12274644,21367502,12820412,20821213,13376252,20264829,12271135,21370715
0252,8571340,25070152,10738937,22904296,12264253,21377584,12813719,20827945,13373652,20267534,12259234,21382572
0253,8571546,25070007,10711789,22931421,12259048,21382513,12823915,20817698,13382067,20259565,12268776,21372880
0254,8571427,25070028,10779045,22864135,12259382,21382627,12820512,20820925,13384260,20256945,12257877,21384087
0255,8571311,25070206,10779178,22864568,12265221,21376916,12829112,20812993,13384474,20256984,12265856,21375947
0256,8571924,25070051,10694562,22948504,12259488,21382278,12828571,20813404,13387452,20253915,12270122,21371703
0257,8571404,25070067,10755254,22888210,12268231,21374048,12822846,20818999,13385765,20255525,12265786,21376511
0258,8571282,25070105,10753083,22889818,12285569,21356670,12824682,20816902,13372878,20268337,12270897,21371050
0259,8571479,25070214,10718756,22925061,12262442,21379623,12818215,20823519,13385946,20255082,12297276,21344876
0260,8591388,25050492,10767320,22875872,12259208,21382856,12820377,20821284,13384909,20256489,12269122,21372941
0261,8571499,25070125,10733704,22909500,12268706,21373191,12829984,20811976,13381626,20259814,12272396,21370026
0262,8573139,25070912,10731225,22911891,12264033,21378423,12877412,20765836,13383125,20257997,12269026,21372940
0263,8571671,25070130,10776740,22867268,12262010,21380143,12832398,20809622,13383513,20257289,12258853,21382919
0264,8571702,25070092,10790950,22852341,12270857,21371040,12832898,20809376,13384980,20256293,12266081,21376176
0265,8571176,25070176,10801513,22841772,12267678,21374306,12831293,20810420,13385947,20255377,12266683,21375603
0266,8571551,25070189,10788838,22854557,12267838,21374121,12823963,20818207,13382379,20258988,12262405,21379577
0267,8581876,25060298,10734712,22908751,12266927,21374760,12826860,20815063,13382415,20258790,12257247,21384414
0268,8581838,25060250,10782736,22861271,12271909,21370078,12826186,20815562,13386507,20254874,12264059,21377618
0269,8590798,25051240,10737897,22905193,12265261,21376755,12827424,20814168,13386382,20254889,12257751,21384056
0270,8571725,25070061,10779063,22864555,12271686,21370101,12824278,20818071,13386150,20255235,12268305,21373533
0271,8571669,25069976,10793892,22849644,12274936,21367065,12828499,20813614,13339717,20302153,12262789,21379058
0272,8571345,25070013,10791594,22851343,12268035,21373695,12820897,20820990,13389587,20251772,12272685,21369806
