run,baseline_elim,baseline_notelim,openssl_elim,openssl_notelim,add_elim,add_notelim,double_elim,double_notelim,mul_elim,mul_notelim,ad_elim,ad_notelim
0900,8571555,25069908,10734022,22909366,12272176,21369947,12827905,20814098,13387367,20254319,12266174,21375626
0901,8571575,25070065,10774669,22868395,12264847,21377019,12809780,20832039,13382587,20258758,12267668,21374341
0902,8571539,25070165,10750895,22892310,12281107,21360761,12829818,20812374,13382833,20258534,12264360,21377641
0903,8571761,25069935,10733192,22910079,12266535,21375240,12825017,20816507,13378227,20262821,12266461,21375964
0904,8571713,25070075,10762861,22880376,12269451,21372877,12815340,20826414,13384302,20257056,12266021,21375798
0905,8571652,25069906,10732338,22911148,12262629,21379076,12819981,20821879,13387401,20254001,12270065,21372057
0906,8571844,25070045,10780519,22862695,12268666,21373365,12823015,20818923,13384566,20256347,12264675,21377090
0907,8571579,25070344,10729391,22914269,12273357,21368667,12827460,20813982,13385629,20255792,12264028,21378158
0908,8571780,25070023,10734088,22908876,12259409,21382415,12824599,20817292,13386409,20254859,12268903,21373258
0909,8571851,25070068,10747541,22895919,12264565,21377348,12823884,20818255,13384396,20256550,12267484,21374347
0910,8571576,25070132,10734142,22909192,12260418,21382193,12820439,20821491,13383227,20258152,12271706,21370572
0911,8571494,25070149,10775682,22867596,12268571,21373633,12824370,20817573,13387071,20254124,12265041,21377026
0912,8571903,25069957,10728281,22915249,12266103,21375900,12817082,20824697,13387497,20253604,12265566,21376401
0913,8571520,25070145,10721345,22921613,12261713,21379869,12824759,20816639,13353841,20287303,12261225,21380803
0914,8571342,25070091,10748198,22895580,12268101,21373896,12819545,20822156,13387520,20253439,12267395,21374561
0915,8571324,25070037,10731984,22911337,12264516,21377186,12829337,20812559,13383663,20257876,12265711,21376036
0916,8571615,25070027,10737405,22906051,12264048,21378010,12828416,20813261,13388164,20253195,12272729,21369192
0917,8571848,25070128,10704870,22938374,12261456,21380803,12815878,20825747,13382516,20258623,12255959,21385769
0918,8571693,25070095,10754305,22889030,12256055,21386272,12824667,20817145,13373003,20268206,12269253,21372909
0919,8571808,25070035,10767109,22876379,12273910,21368250,12824029,20817978,13383554,20257602,12268670,21373136
0920,8571861,25070066,10728538,22914952,12264897,21377203,12834169,20807641,13388784,20252656,12271593,21371058
0921,8571560,25070242,10695739,22947374,12268278,21373804,12822266,20819698,13381062,20260182,12265494,21376533
0922,8571525,25070150,10728969,22914593,12266658,21375568,12820668,20821093,13376456,20264848,12265747,21375976
0923,8571499,25069962,10771095,22872756,12277972,21364039,12821623,20820279,13383347,20257861,12263569,21378110
0924,8571694,25070087,10716845,22927181,12265686,21375970,12817277,20825208,13386196,20255254,12261181,21380414
0925,8571356,25070165,10754988,22888167,12264738,21377335,12823907,20818223,13386423,20254972,12264757,21377125
0926,8571470,25070144,10715902,22927382,12277803,21364009,12835207,20806923,13384581,20256684,12266724,21375450
0927,8571795,25070184,10726761,22916352,12267039,21375108,12821180,20820937,13386744,20254701,12267321,21374398
0928,8571823,25070028,10722944,22920135,12273522,21368867,12825255,20816564,13377792,20263403,12266109,21375964
0929,8571766,25070041,10718342,22925106,12259023,21383001,12826652,20815355,13384789,20256474,12266386,21375323
0930,8571469,25070223,10785281,22857821,12272934,21368963,12826364,20815305,13373235,20268062,12263054,21378605
0931,8571448,25070030,10730385,22913194,12259838,21382338,12830761,20811576,13380778,20260294,12273255,21368764
0932,8571331,25069990,10779450,22863916,12270927,21371798,12815769,20826272,13383419,20257869,12260315,21381528
0933,8571482,25070156,10714218,22929572,12259747,21382221,12818088,20824339,13383015,20258247,12268205,21373768
0934,8571652,25070049,10701281,22942527,12263101,21379200,12817995,20823917,13383217,20257866,12270395,21372033
0935,8571400,25070057,10706869,22937087,12266805,21375361,12818582,20823243,13383128,20258322,12265940,21375680
0936,8571481,25070077,10772193,22870554,12270487,21371328,12821939,20819902,13389573,20251794,12261974,21380148
0937,8571266,25070255,10744671,22898941,12265403,21377078,12824278,20817453,13381272,20260106,12266212,21375613
0938,8571699,25070069,10738643,22904700,12269999,21372149,12817201,20824451,13385257,20256360,12263310,21378437
0939,8571153,25070193,10768360,22875380,12270986,21370822,12835022,20807108,13383918,20257333,12268900,21373672
0940,8571674,25070113,10775080,22868240,12264795,21377506,12822387,20819291,13384858,20256160,12266701,21375464
0941,8571477,25070269,10707561,22935878,12271017,21371036,12824558,20817340,13384185,20257413,12262915,21379332
0942,8571729,25070038,10789454,22853711,12261238,21380811,12827982,20813762,13385132,20256108,12264218,21378068
0943,8571654,25070085,10755856,22887372,12269448,21372158,12823251,20818546,13375193,20266051,12260153,21381856
0944,8571467,25070161,10697042,22946442,12251126,21390955,12825807,20816049,13375548,20265696,12263504,21378254
0945,8571840,25070164,10786405,22856945,12260635,21381266,12821627,20820029,13384104,20257257,12269258,21373010
0946,8571594,25069935,10738321,22904943,12257648,21384633,12828515,20813021,13387200,20253989,12273202,21368803
0947,8571588,25070099,10733802,22909377,12269566,21372492,12825463,20816601,13383360,20257893,12264403,21377282
0948,8571510,25070078,10749023,22894004,12267297,21375040,12817939,20823886,13391754,20249058,12261551,21380138
0949,8571671,25070133,10718991,22924488,12263217,21378259,12819193,20822621,13381098,20260562,12269484,21372555
0950,8571196,25070075,10757473,22886115,12267960,21374122,12823296,20818691,13380644,20260865,12274832,21367234
0951,8571045,25070115,10713504,22929778,12267967,21374081,12799896,20842035,13383078,20258467,12274684,21367091
0952,8571510,25070094,10712891,22930946,12265641,21376434,12817883,20823852,13385649,20255463,12265210,21377290
0953,8571382,25070264,10721775,22921796,12261969,21380191,12823739,20817657,13388678,20252592,12265896,21376249
0954,8571358,25070006,10721939,22920945,12271689,21370601,12825392,20816388,13389093,20252163,12259314,21382631
0955,8571544,25070160,10718064,22925446,12273397,21368336,12823747,20818424,13386152,20255209,12265456,21376720
0956,8571869,25070118,10777097,22866004,12266565,21375931,12826067,20815611,13384589,20256783,12267634,21374189
0957,8571780,25070051,10769046,22873897,12274719,21366922,12828918,20812878,13385113,20256032,12261640,21380632
0958,8571598,25070269,10727239,22916382,12269840,21372425,12824480,20817351,13386133,20255158,12262526,21379526
0959,8571697,25070049,10726028,22917634,12263018,21378672,12815794,20826184,13378209,20263161,12271033,21371104
0960,8571477,25070110,10761943,22880960,12266623,21375590,12816659,20825374,13377074,20264377,12268546,21373604
0961,8570981,25070055,10735038,22908156,12263171,21378613,12821372,20820484,13380733,20260956,12267831,21374247
0962,8571482,25070057,10737996,22905595,12274224,21367988,12812860,20829203,13383375,20257941,12265765,21376455
0963,8571735,25070004,10722304,22920810,12264718,21376997,12834501,20807328,13378714,20262582,12278430,21363571
0964,8571527,25070048,10801533,22841462,12255837,21386228,12819057,20822566,13385152,20255746,12267543,21374172
0965,8571632,25070152,10697208,22946434,12269613,21372245,12817167,20824397,13384165,20257101,12277972,21364067
0966,8571479,25070046,10757443,22885771,12270030,21371927,12824499,20817320,13370514,20270828,12262573,21379428
0967,8571585,25070118,10747652,22895882,12263162,21378937,12816789,20825231,13387218,20254679,12263443,21377938
0968,8571532,25070106,10757953,22885851,12270894,21370864,12819024,20823123,13388374,20252905,12266252,21375687
0969,8571555,25070084,10760923,22882695,12273280,21368509,12818082,20823532,13384908,20256433,12272336,21370098
0970,8581616,25060358,10749259,22894522,12264690,21377321,12823232,20818811,13376097,20265113,12268814,21373447
0971,8571752,25070180,10779161,22864457,12272122,21369683,12831203,20810814,13382322,20258945,12262601,21379593
0972,8571405,25069959,10722967,22920448,12267525,21374806,12818186,20823553,13391067,20249991,12266116,21375985
0973,8571468,25070094,10775076,22868595,12273540,21368759,12824862,20816863,13373598,20268066,12271592,21370485
0974,8571413,25070177,10714030,22928806,12268969,21372893,12825905,20816349,13382369,20259046,12265435,21376525
0975,8571518,25070177,10799160,22844327,12270950,21371218,12824785,20817270,13379801,20261389,12263917,21378096
0976,8571557,25070105,10725110,22918286,12266305,21375910,12824018,20818023,13383465,20258038,12273055,21369127
0977,8571570,25070017,10760912,22883001,12268908,21373128,12824682,20817215,13377369,20264036,12257227,21384710
0978,8571663,25070098,10747848,22895781,12265655,21376662,12827077,20814879,13379078,20262130,12265570,21376667
0979,8571703,25069990,10755369,22888143,12272260,21370094,12830161,20811789,13381194,20260248,12263702,21378348
0980,8571432,25070026,10736265,22907180,12269604,21372453,12827409,20814610,13384513,20256907,12261090,21381123
0981,8571453,25070142,10711711,22931859,12266316,21375209,12826039,20815984,13380131,20261357,12268112,21374090
0982,8571455,25070107,10767615,22875902,12266966,21375339,12823137,20819078,13375598,20265568,12267146,21375148
0983,8571848,25070074,10753329,22890284,12261542,21380589,12822870,20819053,13386062,20255119,12258936,21382977
0984,8571664,25070147,10777453,22865587,12265787,21376503,12820603,20821253,13370609,20270994,12267319,21374908
0985,8571368,25070047,10783069,22860147,12263245,21378719,12817126,20824695,13383914,20257338,12264056,21378116
0986,8571761,25070130,10740086,22903755,12259830,21382087,12827465,20814573,13368022,20273731,12258688,21383064
0987,8571493,25070084,10723484,22919695,12264156,21377763,12822115,20819686,13384481,20256956,12268306,21373689
0988,8571497,25070108,10733631,22909523,12261524,21380754,12823815,20817914,13388121,20253109,12262506,21379512
0989,8571434,25069959,10689114,22954378,12262706,21379707,12818385,20823722,13381258,20259866,12259087,21383010
0990,8571292,25070115,10738992,22904459,12269532,21372585,12826642,20814928,13369199,20271925,12273620,21367952
0991,8571588,25070143,10766451,22876768,12250505,21391338,12823447,20818728,13387705,20253373,12266734,21375084
0992,8571839,25070019,10737133,22906670,12261415,21380439,12830325,20811627,13386252,20254968,12261605,21380364
0993,8571442,25070032,10706048,22937429,12263246,21378581,12820327,20821925,13387213,20254112,12267931,21373847
0994,8571885,25069972,10716588,22926853,12267653,21374529,12830273,20811658,13381602,20259702,12265483,21376228
0995,8571838,25070107,10748580,22895234,12279424,21362620,12822273,20819881,13356291,20285236,12262712,21379306
0996,8571597,25070274,10705195,22938333,12264730,21377541,12824185,20817574,13387020,20254082,12262962,21378858
0997,8576623,25065377,10766625,22876776,12272773,21369073,12811575,20830125,13390575,20250849,12255568,21386685
0998,8571629,25070101,10719171,22924378,12258627,21383056,12828331,20813333,13384919,20256457,12247909,21393926
0999,8571689,25070164,10729649,22914313,12269853,21372227,12822066,20819819,13345212,20295751,12264680,21377316
1000,8571474,25070072,10725525,22917906,12265295,21376927,12809113,20832939,13382223,20259295,12262107,21379951
1001,8571708,25070179,10698427,22944775,12266337,21375829,12832483,20809188,13382885,20258333,12270434,21371429
1002,8571907,25069960,10756298,22887290,12265893,21376144,12827564,20814212,13383942,20257271,12267356,21374797
1003,8571338,25070130,10718563,22924301,12262642,21378707,12834090,20807657,13379216,20262025,12268183,21374208
1004,8571270,25070111,10740041,22903012,12274509,21368008,12828772,20813291,13387334,20253887,12260351,21381850
1005,8571548,25070273,10753553,22890425,12258237,21383617,12823363,20819038,13372741,20268625,12262201,21380060
1006,8571450,25070113,10737918,22905433,12263764,21378437,12824737,20817164,13385554,20255990,12272033,21370242
1007,8571296,25069935,10784365,22859007,12261571,21380240,12843541,20798327,13382187,20259210,12266728,21375130
1008,8571538,25070080,10718918,22924371,12262151,21379768,12829249,20812505,13384243,20257158,12260614,21381086
1009,8571379,25070077,10718941,22924489,12265067,21376907,12821766,20820095,13386182,20255140,12259523,21382648
1010,8571431,25070128,10753003,22890414,12267360,21374709,12822302,20819698,13385290,20256130,12270182,21372131
1011,8583602,25058282,10775332,22868192,12265177,21376813,12827793,20814108,13383279,20258205,12267715,21374166
1012,8571568,25070108,10683257,22960313,12265061,21377368,12824016,20817714,13384300,20256885,12269877,21372089
1013,8571400,25070150,10718401,22925101,12263628,21378224,12825634,20816301,13372937,20268348,12270355,21371331
1014,8571755,25070093,10719443,22923524,12275549,21366573,12821954,20819491,13382901,20258664,12265213,21376430
1015,8571626,25070017,10760722,22882506,12260160,21381558,12820841,20821251,13381785,20259204,12267164,21375196
1016,8571396,25070154,10721556,22921762,12262995,21379562,12823036,20818464,13368910,20272507,12265211,21377008
1017,8571581,25070014,10745947,22897509,12255752,21386357,12816134,20825762,13385498,20256139,12262489,21379445
1018,8571733,25070054,10738212,22905166,12271568,21370305,12826138,20815992,13385678,20255502,12256101,21385967
1019,8571941,25069944,10731858,22911271,12264685,21377395,12823358,20818416,13381388,20260018,12262321,21379626
1020,8571550,25070176,10733070,22910537,12267602,21374594,12830639,20811621,13384805,20256263,12272808,21369198
1021,8571226,25070280,10708760,22934303,12259203,21382559,12817241,20824551,13380106,20261311,12263847,21377838
1022,8571528,25069999,10784482,22858421,12265503,21376830,12822629,20819577,13387832,20253405,12267920,21374485
1023,8571281,25070155,10737782,22905767,12269407,21372293,12821572,20819792,13377616,20263524,12262522,21379368
1024,8571867,25070042,10733366,22910010,12262491,21379639,12822289,20819281,13386380,20254936,12270495,21371501
1025,8571797,25070107,10718155,22925308,12263282,21378896,12816602,20825162,13380159,20261615,12268554,21373711
1026,8571630,25069878,10757431,22885758,12268885,21372908,12821033,20821127,13391307,20250135,12259367,21382268
1027,8571594,25070100,10733858,22909685,12273406,21368667,12823959,20817920,13389093,20252464,12272403,21369930
1028,8571352,25070176,10778014,22864939,12268627,21373137,12820364,20821920,13388026,20253066,12269520,21372583
1029,8571301,25070121,10755850,22887904,12270714,21371223,12831308,20810773,13380925,20260242,12261887,21379855
1030,8571268,25070027,10731560,22912138,12260851,21380996,12827355,20813900,13390243,20250871,12265240,21377009
1031,8571283,25070122,10733053,22910513,12278247,21363593,12819382,20822746,13383704,20257717,12271611,21370377
1032,8571353,25069918,10760129,22882853,12270556,21371736,12826259,20815502,13389160,20252419,12268495,21373748
1033,8571664,25070131,10788931,22854492,12271571,21370704,12824568,20817390,13381652,20259791,12268565,21373685
1034,8571643,25070116,10758947,22884524,12263486,21378379,12812410,20829312,13384904,20256808,12264786,21377420
1035,8571635,25070036,10779095,22863591,12267886,21373936,12821910,20820062,13381399,20259989,12265702,21376116
1036,8571650,25070107,10807363,22836527,12272055,21369715,12821740,20820015,13389128,20252125,12263130,21378663
1037,8571542,25070139,10721037,22922197,12264319,21378005,12828715,20813111,13388216,20252746,12272132,21369908
1038,8571508,25070116,10774246,22868763,12271435,21370383,12816374,20825287,13380471,20261105,12266279,21375573
1039,8571782,25070051,10780419,22862532,12255997,21386239,12818733,20823120,13382750,20258342,12267924,21373878
1040,8571606,25070152,10780897,22862603,12270836,21371008,12827461,20814485,13373233,20268011,12275889,21366428
1041,8571236,25070182,10784988,22858276,12270783,21371240,12828168,20813668,13381550,20259785,12267419,21374488
1042,8571738,25070071,10721664,22922019,12263906,21377919,12822246,20819562,13386502,20254507,12266470,21375406
1043,8571856,25069954,10736897,22906560,12262210,21379483,12821924,20820021,13387142,20254048,12260090,21381510
1044,8571712,25069977,10718543,22924463,12275557,21366731,12830260,20811641,13382198,20259558,12263177,21379078
1045,8571698,25069939,10718889,22924689,12260476,21381692,12824947,20816973,13383763,20257589,12259247,21382528
1046,8571398,25070023,10724664,22918681,12265393,21376400,12821637,20820261,13389347,20252008,12266131,21375736
1047,8571744,25070105,10761811,22882045,12264902,21376745,12835823,20805986,13379420,20262065,12292494,21349508
1048,8571830,25070075,10738150,22905611,12275367,21366603,12823774,20818583,13383407,20258030,12270144,21372634
1049,8571760,25070113,10784584,22858858,12268599,21373475,12824381,20817305,13385418,20255470,12274051,21368152
1050,8571724,25070232,10762276,22881476,12263685,21378373,12818986,20823539,13388472,20253055,12266448,21375569
1051,8571480,25070139,10751990,22891033,12265831,21375967,12818382,20823515,13377655,20263915,12271071,21371399
1052,8571494,25070140,10766412,22877078,12265896,21375957,12819568,20822027,13377092,20264028,12267887,21374258
1053,8571712,25070043,10692533,22950503,12265990,21376571,12819188,20823002,13381189,20260279,12262535,21379481
1054,8571658,25069997,10725342,22917784,12266256,21376059,12821937,20819957,13385794,20255648,12257231,21385089
1055,8571459,25070095,10700671,22942970,12267833,21374392,12821011,20820552,13390354,20250972,12266731,21375301
1056,8571561,25069814,10715998,22927414,12269033,21373075,12820779,20821107,13379755,20261656,12262719,21379267
1057,8572085,25070222,10778645,22864685,12254101,21389170,12826654,20815251,13380175,20261443,12275070,21368164
1058,8571215,25070258,10765007,22878414,12264649,21377197,12822021,20820105,13351434,20290079,12264529,21377170
1059,8586155,25055759,10787326,22855973,12267548,21374077,12825676,20816303,13388496,20252828,12253908,21388319
1060,8571631,25070131,10724683,22918575,12272810,21369252,12822766,20819687,13384343,20256970,12261926,21380133
1061,8571710,25070027,10743020,22900318,12270468,21371551,12827445,20814695,13382126,20259788,12279397,21362736
1062,8571604,25070036,10719554,22923537,12263127,21378717,12828857,20813207,13379573,20261536,12262022,21380094
1063,8571867,25070068,10708810,22934668,12263306,21378696,12823362,20818299,13354544,20286653,12268652,21373309
1064,8582895,25059062,10744638,22898776,12269010,21373139,12825577,20816517,13373441,20268135,12266283,21375725
1065,8571744,25070145,10775667,22868199,12260135,21381593,12817062,20824831,13387572,20253798,12257552,21384556
1066,8571821,25070131,10728965,22914636,12264206,21377925,12821786,20820135,13390447,20250846,12265619,21376747
1067,8571620,25070123,10754746,22888270,12265829,21376215,12821098,20820896,13382285,20258869,12266662,21375330
1068,8571652,25070224,10765650,22877694,12272221,21369564,12823587,20818585,13383938,20257234,12257089,21384767
1069,8571492,25070122,10800314,22842881,12272558,21369588,12829110,20813324,13382247,20259273,12268569,21373578
1070,8571613,25070147,10744075,22898839,12270178,21371719,12826343,20815610,13387113,20254202,12268535,21373719
1071,8571759,25070102,10760083,22883325,12259433,21382428,12826308,20815834,13380857,20260399,12261351,21380568
1072,8571803,25070076,10781182,22862399,12262908,21379332,12821828,20820497,13387591,20253744,12265320,21376991
1073,8571689,25070058,10759113,22884102,12278137,21364020,12823347,20818923,13387783,20253538,12264178,21377817
1074,8571542,25070114,10795727,22848218,12267921,21374130,12819667,20821895,13385256,20255795,12271640,21370371
1075,8571520,25070083,10784995,22858816,12270179,21372214,12821351,20820425,13389066,20252364,12267578,21374543
1076,8571349,25070174,10731762,22911593,12268543,21373378,12820895,20821221,13387149,20254458,12268904,21373265
1077,8571422,25070065,10734184,22909162,12263550,21378478,12820450,20821783,13382269,20259082,12260108,21382381
1078,8571265,25070194,10731598,22911350,12265761,21376277,12819698,20822324,13382032,20259354,12270728,21371207
1079,8571952,25070122,10789066,22854715,12262524,21379537,12815489,20826333,13379179,20262073,12253697,21388405
1080,8571460,25070187,10743579,22900188,12269862,21372365,12829581,20812367,13384723,20256366,12264819,21377571
1081,8571332,25070051,10718135,22925421,12271122,21371045,12818631,20823420,13384678,20256565,12260011,21381638
1082,8571797,25070019,10761658,22881350,12266247,21375623,12812945,20828540,13383974,20257545,12264954,21377262
1083,8571412,25070088,10731674,22911983,12270241,21371860,12820503,20821521,13385225,20256062,12261342,21380848
1084,8571699,25070027,10742813,22900850,12271070,21370964,12825699,20816064,13378160,20263083,12264149,21377398
1085,8571969,25069895,10684219,22959114,12260367,21381405,12812949,20828727,13375353,20266177,12260790,21381901
1086,8576087,25065545,10785915,22857143,12272353,21370146,12821527,20820396,13386011,20255583,12266190,21375960
1087,8571747,25069925,10712344,22930639,12270002,21372008,12822845,20819156,13383017,20258255,12248242,21393823
1088,8571472,25070056,10739407,22903643,12277166,21365038,12831416,20810789,13384014,20257392,12264487,21377353
1089,8571509,25070207,10715146,22927898,12259641,21382366,12823117,20818697,13384799,20256096,12270866,21371398
1090,8571618,25070071,10721043,22922566,12268703,21373483,12824263,20817520,13387541,20253880,12268493,21373649
1091,8571594,25070160,10737295,22906015,12270672,21371394,12824598,20817298,13382672,20258985,12276260,21366013
1092,8571113,25070218,10742608,22900836,12267323,21374613,12820784,20821177,13389903,20251443,12264174,21377535
1093,8571331,25070146,10714068,22929465,12268158,21374206,12829050,20812712,13387236,20253855,12250477,21391485
1094,8571477,25070069,10694937,22947992,12270209,21371910,12821706,20820248,13386630,20254728,12266872,21374877
1095,8571558,25070034,10711830,22931277,12267663,21374079,12829777,20812388,13385726,20255279,12270116,21371713
1096,8570967,25070043,10743130,22900048,12267961,21374218,12821550,20820950,13374852,20266296,12264157,21379089
1097,8571669,25070001,10785709,22857607,12272248,21369625,12821762,20820460,13383051,20259259,12260897,21381133
1098,8573935,25072582,10750546,22893096,12260004,21381908,12820437,20822025,13379862,20261913,12266839,21375556
1099,8571434,25070106,10737989,22905788,12264136,21378279,12827132,20814748,13386632,20254583,12268846,21373184
1100,8571579,25069989,10726866,22916725,12264609,21377351,12818746,20822688,13381294,20259880,12271008,21371107
1101,8571572,25069939,10715879,22927223,12269391,21372518,12821021,20820515,13378471,20262658,12262585,21379410
1102,8571270,25070119,10733435,22910187,12274739,21366751,12824950,20816773,13384977,20256011,12268103,21374389
1103,8571312,25070171,10785736,22857667,12267420,21374545,12821478,20820319,13378037,20263525,12271221,21370997
1104,8571266,25070042,10786809,22856551,12268518,21373753,12823877,20818366,13374789,20266587,12269490,21373055
1105,8571629,25070144,10783178,22859791,12272721,21369264,12819935,20821916,13388822,20252623,12267506,21374724
1106,8571418,25070009,10748875,22894234,12264846,21377129,12822998,20819098,13385705,20255625,12270892,21371212
1107,10179957,23514932,10769553,22873682,12263830,21378660,12826891,20815332,13382382,20258713,12273994,21368111
1108,8571874,25070017,10705158,22937820,12271217,21370752,12823296,20818497,13386753,20254636,12263886,21377913
1109,8571783,25070127,10712022,22931543,12267068,21374934,12814382,20827680,13382460,20258453,12267182,21374718
1110,8571442,25070042,10766593,22877120,12275274,21366313,12820497,20821710,13380900,20260370,12268445,21373602
1111,8571776,25070076,10733889,22909332,12268494,21373411,12818426,20823343,13387171,20254207,12274390,21367594
1112,8571634,25070138,10769854,22873580,12262256,21379782,12828312,20813557,13367336,20273752,12265552,21376470
1113,8571577,25070068,10736932,22906433,12267113,21375010,12825364,20816325,13372755,20268602,12266786,21375166
1114,8571433,25069963,10725163,22918175,12274533,21368546,12817744,20823943,13389860,20251475,12270600,21372054
1115,8571377,25070022,10726556,22916600,12263296,21378634,12796608,20845711,13378044,20263300,12252808,21389537
1116,8571694,25070188,10697183,22945931,12261941,21379781,12824150,20817783,13380172,20261079,12265394,21376863
1117,8571303,25070310,10715622,22927397,12264316,21377718,12825345,20816830,13385232,20256073,12261067,21380593
1118,8571787,25070052,10738139,22905293,12266228,21375883,12825555,20816573,13388612,20252423,12265532,21376498
1119,8571581,25069916,10730864,22912415,12278741,21363386,12815115,20826757,13390041,20251360,12262131,21379685
1120,8571682,25070002,10788245,22855384,12266282,21375639,12818725,20823069,13378688,20262287,12262825,21379093
1121,8571286,25070301,10735270,22908513,12262906,21379416,12827737,20814208,13377244,20264322,12265144,21376444
1122,8571592,25070035,10778374,22864469,12265093,21377014,12822390,20819159,13385643,20255618,12264358,21377884
1123,8571649,25070029,10745728,22897964,12265421,21376804,12819300,20823572,13334111,20307097,12264161,21378100
1124,8571474,25070052,10714031,22929870,12263727,21378237,12823501,20818517,13379118,20262381,12260043,21381808
1125,8571561,25069992,10785882,22857631,12263130,21378456,12827643,20814188,13385314,20256054,12260868,21380977
1126,8571535,25070269,10732618,22910364,12261202,21380697,12836401,20805664,13382878,20258118,12271145,21371024
1127,8571827,25070163,10722438,22920559,12252465,21389423,12831185,20810789,13378641,20262553,12267670,21374455
1128,8571463,25070148,10708508,22934848,12262314,21379682,12824593,20817434,13386301,20255564,12264283,21377432
1129,8584088,25057595,10736643,22906512,12264180,21377721,12829755,20812702,13384716,20256602,12265902,21376066
1130,8571603,25070085,10736719,22906259,12259769,21382359,12817614,20824697,13381864,20259746,12267537,21374547
1131,8571537,25070211,10731411,22911921,12271031,21370739,12819611,20822150,13380395,20260731,12258979,21382802
1132,8571392,25070291,10787360,22855641,12263144,21378641,12821442,20820199,13375559,20265880,12262652,21379301
1133,8571187,25070134,10761455,22881477,12268120,21374194,12818703,20823342,13380690,20260682,12269698,21372306
1134,8571380,25070210,10762171,22881355,12268758,21373237,12822936,20818843,13380946,20260568,12274518,21367668
1135,8571711,25070140,10769650,22874076,12265043,21377269,12818852,20822943,13324572,20316571,12254930,21386896
1136,8571764,25070092,10726180,22917789,12262059,21380017,12825443,20816815,13378945,20262519,12278038,21363940
1137,12661344,20992605,11131927,22510610,12275670,21367904,12828810,20813487,13386435,20254595,12272534,21370411
