run,baseline_elim,baseline_notelim,pressure_elim,pressure_notelim
0067,8571629,25070010,10867230,22776172
0068,8571563,25070068,10867156,22776149
0069,8571312,25070119,10918030,22725117
0070,8571886,25070215,10881090,22761594
0071,8571708,25070187,10903703,22739552
0072,8571514,25070078,10870814,22772989
0073,8571791,25069972,10899076,22744194
0074,8571035,25070147,10888708,22754812
0075,8571712,25070066,10871567,22771590
0076,8571647,25069949,10920944,22722207
0077,8576982,25065627,10837989,22805384
0078,8571498,25070042,10850010,22793450
0079,8571474,25069974,10845083,22798506
0080,8571314,25070124,10905798,22737521
0081,8571483,25070123,10922740,22720753
0082,8571386,25070117,10832922,22810975
0083,8571684,25070050,10889833,22753627
0084,8571468,25070163,10879019,22764105
0085,8571471,25070115,10873366,22769366
0086,8571693,25070134,10904782,22737932
0087,8571566,25070052,10928614,22714535
0088,8571706,25070307,10890793,22753241
0089,8571645,25069969,10922148,22720860
0090,8571652,25069993,10894819,22748168
0091,8571351,25070186,10910491,22732608
0092,8571525,25069971,10843243,22799954
0093,11933896,21705433,10861117,22782019
0094,8571725,25070015,10906550,22736840
0095,8571735,25070084,10857222,22786513
0096,8571967,25069982,10865313,22777653
0097,8571351,25070249,10879281,22763954
0098,8571464,25070095,10940406,22703224
0099,8571742,25070100,10912529,22730577
0100,8571817,25070238,10925752,22717758
0101,8571138,25070180,10924659,22718651
0102,8571898,25069870,10865426,22777902
0103,8571410,25069987,10909221,22733463
0104,8571428,25070027,10881649,22761754
0105,8571373,25070159,10928032,22715599
0106,8571816,25070085,10916086,22727339
0107,8571463,25070031,10904365,22739356
0108,8571144,25069998,10919202,22724037
0109,8571510,25070186,10867076,22776157
0110,8571397,25070005,10882459,22761288
0111,8571904,25070126,10868360,22775194
0112,8571555,25070040,10896653,22746746
0113,8571524,25070050,10913641,22729719
0114,8571068,25069996,10876708,22766456
0115,8571538,25070081,10891291,22752301
0116,8571185,25070255,10873699,22769655
0117,8571350,25070070,10916609,22727026
0118,8575710,25065889,10936362,22706647
0119,8571553,25069921,10894262,22748330
0120,8571481,25070116,10867716,22775730
0121,8571374,25070153,10899641,22743824
0122,8571328,25070159,10883034,22760397
0123,8571882,25070068,10968648,22674684
0124,8571167,25070210,10941118,22702071
0125,8571338,25070022,10880106,22763184
0126,8571536,25070191,10862599,22780792
0127,8571346,25070131,10895786,22747056
0128,8571289,25069910,10922052,22721290
0129,8571424,25070204,10938098,22705258
0130,8571122,25070130,10909698,22733931
0131,8571550,25070021,10893787,22749524
0132,8571633,25069936,10855343,22788346
0133,8571889,25070068,10914173,22728987
0134,8571472,25070193,10871218,22772164
0135,8571720,25070139,10897435,22746432
0136,8571670,25070087,10859642,22783741
0137,8571976,25070086,10901752,22741521
0138,8571290,25070219,10929834,22713301
0139,8571777,25069992,10890473,22753061
0140,8571410,25070019,10865681,22778006
0141,8571254,25070306,10882983,22760126
0142,8571391,25070091,10883605,22760091
0143,8571370,25070006,10923717,22720309
0144,8571555,25070053,10876595,22766938
0145,8571620,25069926,10884869,22758841
0146,8571806,25070026,10875142,22767798
0147,8571499,25070005,10859333,22784444
0148,8571454,25070346,10917033,22726545
0149,8571550,25070128,10866182,22777300
0150,8571605,25069908,10871057,22772372
0151,8571831,25070049,10903317,22740707
0152,8573272,25068731,10884461,22758694
0153,8571495,25069986,10928428,22714888
0154,8571750,25070186,10926548,22716876
0155,8571625,25069912,10877916,22765649
0156,8571590,25070010,10904095,22739320
0157,8571432,25070020,10879362,22764679
0158,8571588,25070153,10923238,22720376
0159,8571227,25069909,10917197,22726096
0160,8571681,25069925,10895346,22747529
0161,8571345,25070058,10907608,22735528
0162,8571261,25070169,10847182,22796092
0163,8571427,25070148,10913275,22729810
0164,8571825,25070022,10868850,22774487
0165,8571685,25070080,10848418,22795243
0166,8571416,25070073,10881541,22762060
0167,8571691,25070137,10880025,22763530
0168,8571949,25070114,10905468,22738085
0169,8571835,25069924,10913521,22729839
0170,8571390,25070139,10857876,22785510
0171,8571472,25070064,10863657,22779925
0172,8571465,25070017,10832558,22810550
0173,8571527,25070130,10900771,22742389
0174,8571171,25070105,10862983,22780162
0175,8571663,25070003,10916320,22726669
0176,8571530,25069959,10854872,22788144
0177,8571540,25070089,10887177,22756429
0178,8571433,25069973,10930683,22712887
0179,8571693,25069854,10872975,22770161
0180,8571704,25069888,10880475,22762877
0181,8571279,25070139,10899934,22743572
0182,8571461,25069945,10906881,22736214
0183,8575738,25065858,10925419,22717747
0184,8571586,25070002,10910932,22732677
0185,8571584,25070116,10905085,22738428
0186,8571514,25069989,10914219,22729680
0187,8571725,25070046,10872164,22771287
0188,8571896,25070006,10895017,22747725
0189,8571507,25069990,10890540,22752495
0190,8571636,25069942,10921942,22721645
0191,8571726,25070137,10868206,22775095
0192,8571092,25070077,10841888,22801078
0193,8571461,25070123,10844928,22798675
0194,8571117,25070023,10874972,22768403
0195,8571464,25070075,10934571,22708459
0196,8571419,25070007,10848515,22794850
0197,8571477,25070057,10828004,22814884
0198,8572014,25069993,10869403,22774568
0199,8571461,25070131,10881275,22761767
0200,8571277,25070008,10906868,22736833
0201,8571357,25070095,10846554,22796648
0202,8571653,25070008,10847799,22795227
0203,8571304,25070083,10895490,22748260
0204,8571488,25070118,10860933,22782488
0205,8571523,25070043,10906984,22736144
0206,8571603,25070067,10879431,22764147
0207,8571702,25070027,10869678,22773593
0208,8571547,25070126,10831716,22812037
0209,8571815,25070022,10854020,22789232
0210,8571561,25069944,10911101,22731954
0211,8571455,25070130,10889368,22753828
0212,8571591,25070045,10867253,22775900
0213,8571626,25070118,10858392,22784841
0214,8571482,25070038,10871471,22772131
0215,8571257,25070275,10905030,22738392
0216,8571215,25070059,10869743,22773639
0217,8571689,25070087,10925812,22717569
0218,8571536,25070097,10877874,22765694
0219,8571539,25070066,10848187,22795026
0220,8571542,25070058,10895964,22747048
0221,8571597,25070162,10831586,22811230
0222,8571609,25069991,10861903,22781594
0223,8571735,25070019,10849022,22794786
0224,8571507,25070091,10881331,22762023
0225,8571561,25069954,10898385,22744626
0226,8571702,25069952,10883379,22760019
0227,8571445,25070018,10904277,22739890
0228,8571678,25070119,10868882,22774248
0229,8571549,25069919,10844202,22799298
0230,8571680,25069970,10913754,22729395
0231,8571624,25070020,10871643,22772047
0232,8571662,25069959,10862750,22780489
0233,8571567,25070057,10871108,22772517
0234,8571533,25070086,10915878,22727192
0235,8571322,25070170,10926668,22716289
0236,8571444,25070061,10921796,22721323
0237,8571456,25070029,10909598,22733628
0238,8571971,25070011,10918558,22724725
0239,8571666,25069948,10930034,22713812
0240,8571400,25069998,10916671,22726606
0241,8571544,25069872,10893779,22749786
0242,8571817,25070127,10913601,22730002
0243,8571798,25069900,10890488,22752294
0244,8571600,25070047,10886276,22756899
0245,8571867,25069887,10932629,22710843
0246,8571379,25070169,10872458,22770913
0247,8571368,25069996,10915909,22727730
0248,8571839,25070024,10923060,22719989
0249,8571425,25070020,10870346,22773142
0250,8571380,25070018,10934946,22708240
0251,8571707,25070258,10861342,22781962
0252,8571734,25070099,10867890,22774958
0253,8571786,25069927,10835453,22807994
0254,8571639,25070073,10861902,22782068
0255,8571488,25070123,10909129,22734624
0256,8571645,25070169,10904840,22738670
0257,8571561,25070006,10871075,22772773
0258,8571320,25069974,10859646,22784013
0259,8571870,25070051,10887888,22755308
0260,8570973,25070150,10931655,22711190
0261,8571488,25070114,10908040,22735439
0262,8570992,25070105,10894781,22748496
0263,8571105,25070158,10857297,22786182
0264,8571702,25070226,10845814,22797188
0265,8571382,25070039,10958486,22684589
0266,8571325,25070040,10883025,22759573
0267,8571641,25070026,10891086,22752417
0268,8571840,25069891,10892923,22750438
0269,8571179,25070161,10860709,22782578
0270,8571656,25069900,10917474,22725611
0271,8571476,25070020,10902292,22741477
0272,8571878,25069951,10855912,22787476
0273,8571446,25070169,10877986,22765442
0274,8571346,25070166,10898454,22744766
0275,8570954,25070155,10912986,22730182
0276,8571965,25069915,10913680,22729823
0277,8571640,25070000,10866380,22776836
0278,8571606,25070071,10894172,22748709
0279,8571497,25070004,10830767,22812278
0280,8571402,25070114,10919650,22723311
0281,8571663,25069969,10882399,22761024
0282,8571495,25070090,10883845,22759634
0283,8571518,25070106,10924090,22718650
0284,8571832,25070078,10862001,22780969
0285,8571545,25070127,10922923,22720279
0286,8571239,25070035,10921069,22721825
0287,8571616,25070050,10878668,22764607
0288,8571518,25070049,10925422,22717067
0289,8571498,25070011,10868384,22774866
0290,8571336,25070144,10923339,22719994
0291,8571355,25069997,10896641,22746599
0292,8571524,25070183,10845198,22797896
0293,8571223,25070168,10905015,22738956
0294,8571726,25070003,10891489,22751940
0295,8571411,25070144,10912022,22730677
0296,8571767,25070057,10917823,22725719
0297,8571588,25070266,10906449,22737186
0298,8571194,25070084,10930556,22712389
0299,8571482,25069969,10884856,22758539
0300,8571394,25070114,10918439,22724196
0301,8571914,25069771,10912620,22730442
0302,8571501,25070162,10933797,22709532
0303,8571501,25070050,10936014,22706981
0304,8571525,25070160,10844398,22799574
0305,8571775,25069995,10922221,22720996
0306,8571253,25070075,10903708,22739635
0307,8571596,25070167,10873933,22769523
0308,8571623,25070112,10889197,22753774
0309,8571035,25070119,10928668,22715076
0310,8571379,25070003,10919220,22723796
0311,8571431,25070002,10873763,22769223
0312,8571468,25069936,10856767,22786646
0313,8571633,25069996,10970526,22672412
0314,8571583,25070048,10872217,22771725
0315,8571563,25070077,10877483,22766207
0316,8571720,25070064,10876104,22767692
0317,8571400,25070148,10922256,22721090
0318,8571244,25070036,10874309,22769138
0319,8571438,25070118,10877530,22765763
0320,8571464,25069995,10885426,22758067
0321,8571343,25070098,10898222,22745245
0322,8571487,25070152,10921209,22721697
0323,8571609,25069913,10874246,22769181
0324,8571667,25070034,10927164,22716537
0325,8571529,25069987,10852253,22791261
0326,8571296,25070053,10877436,22766407
0327,8571503,25070093,10933792,22709704
0328,8575525,25066746,10905597,22737683
0329,8571518,25070140,10885484,22758297
0330,8571582,25070050,10875008,22768337
0331,8571375,25070103,10871540,22771564
0332,8571878,25070001,10917562,22725616
0333,8571556,25069964,10894602,22748889
0334,8571458,25069973,10848024,22795095
0335,8571515,25070102,10888508,22755342
0336,8571433,25070040,10910756,22732273
0337,8571778,25069848,10934064,22709515
0338,8571479,25070103,10847962,22795258
0339,8571539,25070091,10907311,22735773
0340,8571328,25070044,10853089,22789789
0341,8571428,25069964,10902761,22740870
0342,8571384,25070177,10915396,22728157
0343,8571593,25070110,10921390,22722164
0344,8571568,25070262,10874424,22769071
0345,8571461,25070156,10869707,22774041
0346,8571653,25070008,10867465,22776176
0347,8571746,25069979,10927110,22716410
0348,8571389,25070142,10865107,22777850
0349,8571802,25070049,10864240,22779133
0350,8571670,25070110,10873967,22769254
0351,8571222,25069916,10930755,22712950
0352,8571864,25069951,10952151,22691256
0353,8571192,25070352,10875285,22768274
0354,8571361,25070294,10901123,22742089
0355,8570986,25070112,10848467,22794809
0356,8571626,25070003,10906761,22737508
0357,8571587,25070133,10938083,22705003
0358,8571456,25070210,10880350,22762952
0359,8571628,25070137,10899314,22743688
0360,8571391,25070078,10891698,22751059
0361,8571475,25070113,10984381,22658918
0362,8571879,25070072,10929939,22713217
0363,8571436,25070273,10863003,22780310
0364,8571180,25070147,10910445,22732226
0365,8571284,25069995,10922143,22721408
0366,8571629,25070022,10920202,22723310
0367,8571295,25070172,10924281,22718926
0368,8571682,25070068,10908359,22735027
0369,8571534,25070133,10897039,22746152
0370,8571588,25070043,10860215,22782898
0371,8571258,25070140,10925383,22717972
0372,8571449,25069979,10934553,22708236
0373,8571418,25069933,10888936,22754385
0374,8571791,25070064,10887112,22756259
0375,8571296,25070188,10902598,22740678
0376,8571273,25069963,10887101,22756352
0377,8571639,25070110,10873499,22769337
0378,8571681,25070119,10913722,22729682
0379,8571768,25070057,10926264,22717295
0380,8571326,25070049,10897097,22746050
0381,8571462,25070138,10871681,22771653
0382,8571128,25070121,10862077,22780677
0383,8571642,25070099,10883003,22760347
0384,8571359,25070088,10955575,22687098
0385,8571233,25070078,10898217,22745433
0386,8570965,25070154,10904639,22739212
0387,8571634,25070008,10884040,22759558
0388,8571187,25070255,10852454,22790677
0389,8571268,25070129,10915309,22727330
0390,8571602,25070158,10896365,22746872
0391,8571191,25070029,10916848,22726303
0392,8571209,25070130,10858863,22784847
0393,8571375,25070078,10867625,22775821
0394,8571619,25070035,10912252,22730820
0395,8571510,25070038,10892319,22751218
0396,8571285,25070079,10866337,22777286
0397,8571518,25070088,10904195,22739429
0398,8571505,25070086,10902473,22740462
0399,8571284,25070067,10912607,22730728
0400,8571787,25069893,10863605,22779912
0401,8571369,25070147,10882203,22761611
0402,8571312,25070196,10896063,22746923
0403,8571252,25069951,10893709,22749903
0404,8571220,25070043,10930950,22712894
0405,8571321,25070121,10911218,22731832
0406,8571548,25069957,10855365,22788180
0407,8571550,25069992,10919549,22723844
0408,8571257,25070056,10861886,22781299
0409,8571341,25070115,10954703,22688863
0410,8571142,25070096,10875139,22768425
0411,8571624,25070043,10831275,22812025
0412,8571398,25069963,10827296,22815720
0413,8571475,25069971,10846358,22797083
0414,8571469,25070107,10895398,22747783
0415,8571534,25069990,10886460,22756787
0416,8571487,25069993,10901115,22742369
0417,8571457,25069994,10881264,22762294
0418,8571476,25069952,10899593,22743786
0419,8571773,25070045,10915575,22727767
0420,8571409,25070001,10907540,22735586
0421,8571557,25070001,10889969,22753691
0422,8571736,25069982,10913797,22729535
0423,8571268,25070259,10839445,22803630
0424,8571399,25070144,10940168,22702894
0425,8571576,25070092,10884695,22758968
0426,8571208,25069917,10899142,22744100
0427,8571487,25070154,10903580,22739739
0428,8571432,25070073,10899030,22744539
0429,8571389,25070071,10932103,22711438
0430,8570956,25070031,10896163,22747222
0431,8571379,25070129,10863420,22780352
0432,8571482,25070006,10900166,22743594
0433,8571585,25070047,10885858,22757877
0434,8571628,25070092,10926439,22716823
0435,8571396,25070312,10878577,22764301
0436,8571268,25070158,10900831,22743115
0437,8571458,25070038,10919940,22723415
0438,8571545,25069957,10887055,22755737
0439,8571412,25070082,10931836,22711248
0440,8571406,25070094,10867019,22776489
0441,8571665,25070055,10894763,22748387
0442,8571386,25070090,10860996,22782413
0443,8571921,25070169,10862596,22781014
0444,8571597,25070022,10919281,22723717
0445,8571346,25070166,10849732,22793144
0446,8571206,25070066,10841138,22802370
0447,8571319,25070154,10845258,22798230
0448,8571567,25070023,10894353,22748923
0449,8571429,25069953,10900140,22742988
0450,8571331,25070104,10854989,22788408
0451,8576846,25065922,10843730,22799896
0452,8571615,25070050,10846276,22796672
0453,8571357,25070208,10856827,22787219
0454,8571727,25070010,10915031,22727766
0455,8571439,25070089,10864505,22778830
0456,8571415,25070098,10924370,22718953
0457,8571482,25069931,10868663,22774975
0458,8571786,25069993,10857753,22785862
0459,8571492,25070030,10920204,22722764
0460,8571262,25070059,10920071,22723351
0461,8571434,25069959,10854486,22788656
0462,8571623,25070168,10903753,22739602
0463,8571640,25070119,10849359,22793387
0464,8571355,25070075,10900256,22743365
0465,8571614,25070157,10877161,22766838
0466,8571589,25069804,10853472,22789517
0467,8571682,25070076,10886733,22757138
0468,8571179,25070149,10858098,22785497
0469,8571966,25070042,10916538,22726737
0470,8571210,25070071,10867170,22776912
0471,8571152,25070146,10881371,22762341
0472,8571107,25070015,10863410,22779999
0473,8571514,25070033,10841291,22802080
0474,8571204,25069867,10890758,22752495
0475,8571568,25070117,10885050,22758693
0476,8571423,25070075,10832674,22810709
0477,8571671,25069907,10857734,22785584
0478,8571403,25070188,10877190,22766670
0479,8571405,25069913,10914880,22728684
0480,8571030,25070074,10896044,22747217
0481,8571304,25070076,10868347,22774902
0482,8571579,25070190,10869894,22773242
0483,8571224,25070032,10910401,22732724
0484,8571538,25070179,10921847,22721438
0485,8571530,25070002,10861969,22781212
0486,8571596,25070145,10861095,22781916
0487,8571624,25070203,10856008,22787241
0488,8571516,25070108,10902560,22740179
0489,8571282,25070146,10909111,22733887
0490,8571390,25070013,10868534,22774587
0491,8571473,25070084,10856834,22786569
0492,8571335,25070136,10903182,22740441
0493,8571806,25069966,10911534,22731354
0494,8571762,25070096,10914526,22729368
0495,8571386,25070004,10848717,22795100
0496,8571384,25070066,10868897,22773976
0497,8571426,25070139,10842588,22800461
0498,8571723,25069935,10844238,22799306
0499,8571431,25069978,10898020,22745358
0500,8571691,25070158,10911482,22731870
0501,8571612,25070098,10866185,22776965
0502,8571861,25069996,10844316,22798813
0503,8571244,25069942,10877552,22766380
0504,8571462,25070082,10908348,22735226
0505,8571359,25070111,10951438,22691888
0506,8571576,25070001,10893622,22749497
0507,8571400,25070118,10895821,22747518
0508,8571464,25070033,10921268,22722287
0509,8571803,25070137,10932479,22710890
0510,8571594,25070064,10918231,22725155
0511,8571286,25070164,10879833,22763481
0512,8571576,25070184,10844335,22799083
0513,8571467,25069955,10850307,22792880
0514,8571566,25070062,10901424,22741722
0515,8571263,25070177,10857663,22785611
0516,8571464,25069898,10864656,22778130
0517,8571466,25070224,10852081,22791318
0518,8571515,25069964,10900387,22742701
0519,8571955,25069896,10915946,22727363
0520,8571511,25070032,10851523,22791655
0521,8571677,25070284,10861236,22782511
0522,8571620,25070081,10843501,22799624
0523,8571332,25070013,10850383,22793279
0524,8571595,25069978,10907643,22736041
0525,8571493,25069927,10873941,22769963
0526,8571562,25069935,10874800,22769481
0527,8571307,25070087,10867581,22776618
0528,8571813,25070088,10848458,22795103
0529,8571747,25069986,10895914,22747451
0530,8571627,25070074,10862041,22781579
0531,8571132,25070086,10848474,22795328
0532,8571366,25070049,10857794,22785783
0533,8571774,25069970,10881643,22761627
0534,8571487,25069973,10914012,22729214
0535,8571912,25069923,10852129,22791438
0536,8571482,25070059,10859551,22784010
0537,8571838,25069959,10864223,22779440
0538,8571139,25070003,10848283,22794603
0539,8571511,25070035,10917627,22725354
0540,8571659,25070099,10844324,22799386
0541,8571716,25069942,10851354,22791920
0542,8571536,25070037,10842091,22801546
0543,8571558,25069836,10898546,22744720
0544,8571332,25070122,10945524,22697371
0545,8571399,25070220,10846391,22796521
0546,8571571,25070127,10873053,22770555
0547,8571297,25069994,10858233,22785484
0548,8571581,25069924,10874691,22768649
0549,8571249,25070111,10914150,22729657
0550,8571330,25069957,10865498,22778513
0551,8571398,25070273,10860764,22782780
0552,8571411,25070000,10880422,22763184
0553,8571858,25070082,10905009,22738338
0554,8571178,25070135,10928979,22714106
0555,8571100,25070107,10853849,22790002
0556,8572094,25069991,10863734,22779986
0557,8571479,25070030,10882628,22760449
0558,8571633,25069897,10890214,22753043
0559,8571442,25070110,10910191,22732702
0560,8571219,25070047,10859096,22784358
0561,8571648,25070044,10876101,22767354
0562,8571433,25070095,10864811,22778676
0563,8571427,25070038,10844764,22799284
0564,8571340,25069882,10903723,22740028
0565,8571731,25070030,10847166,22796191
0566,8571533,25070102,10851733,22791569
0567,8571263,25070162,10836836,22806792
0568,8574886,25067823,10852248,22791235
0569,8571295,25069990,10905540,22738055
0570,8571669,25070150,10850717,22793101
0571,8571530,25069876,10916942,22726409
0572,8571558,25070008,10852424,22790405
0573,8571657,25070096,10891798,22751666
0574,8571807,25069944,10912979,22730369
0575,8571645,25070216,10838696,22804793
0576,8571610,25069997,10938520,22705086
0577,8571619,25070101,10871451,22771869
0578,8571505,25069974,10870597,22772776
0579,8571882,25070057,10898807,22744543
0580,8571639,25070072,10844235,22798933
0581,8571406,25069912,10868917,22774960
0582,8571454,25070062,10861384,22782144
0583,8571620,25070014,10844615,22798691
0584,8571534,25070126,10907998,22734489
0585,8571661,25070067,10838759,22804964
0586,8571606,25070137,10871882,22771501
0587,8571351,25070056,10858513,22785112
0588,8571440,25070110,10857974,22785463
0589,8571582,25070110,10899567,22743582
0590,8571698,25069859,10898787,22744485
0591,8571810,25069761,10842273,22801373
0592,8581581,25060429,10858236,22785793
0593,8571391,25070054,10861950,22781636
0594,8578448,25064261,10905447,22737869
0595,8571735,25070037,10860926,22782927
0596,8571432,25070039,10885605,22758172
0597,8572005,25069827,10862729,22780759
0598,8571455,25070075,10865385,22778430
0599,8571494,25070167,10913457,22730442
0600,8571623,25069912,10851715,22791581
0601,8571439,25069880,10882933,22760357
0602,8571589,25070040,10855878,22787535
0603,8571609,25070172,10856293,22787063
0604,8571471,25070096,10928213,22715131
0605,8571508,25070037,10872425,22770339
0606,8572091,25069951,10857268,22786371
0607,8571378,25069921,10834092,22808683
0608,8571474,25070047,10864079,22779282
0609,8571842,25069956,10901707,22741684
0610,8576271,25066545,10856965,22786511
0611,8571718,25070140,10860379,22782676
0612,8571970,25069757,10852017,22791427
0613,8571785,25070034,10876619,22766358
0614,8571525,25070121,10918501,22725024
0615,8571413,25070119,10872735,22770843
0616,8571440,25070229,10846232,22797098
0617,8571376,25069999,10886332,22757360
0618,8580317,25061079,10930689,22712396
0619,8571421,25069990,10921034,22722872
0620,8571906,25070214,10853232,22790918
0621,8571759,25070032,10915347,22727994
0622,8571829,25069938,10861494,22782662
0623,8571235,25070081,10878281,22765727
0624,8571312,25070010,10839876,22803568
0625,8571656,25069966,10866048,22777491
0626,8571445,25070101,10903611,22739696
0627,8571708,25069861,10860253,22783539
0628,8571484,25069938,10867416,22776250
0629,8571609,25069957,10865196,22778332
0630,8571570,25070045,10849031,22793862
0631,8571595,25070077,10891166,22751915
0632,8571680,25070085,10856805,22786195
0633,8571690,25070021,10839291,22804155
0634,8571566,25070125,10844534,22799048
0635,8571167,25070055,10888411,22755024
0636,8571554,25070061,10909039,22734993
0637,8571888,25069993,10869469,22773959
0638,8571684,25070155,10889751,22753873
0639,8571561,25070188,10862413,22780868
0640,8571615,25069910,10890500,22752980
0641,8571429,25069956,10905607,22738503
0642,8571504,25069874,10862084,22781544
0643,8571878,25069929,10860980,22782311
0644,8571586,25070032,10878764,22764827
0645,8571684,25069932,10885241,22758248
0646,8571764,25069974,10905226,22738213
0647,8571858,25069933,10868322,22774823
0648,8571608,25070066,10856281,22787074
0649,8571384,25070192,10893579,22749930
0650,8571559,25069949,10851219,22792096
0651,8571579,25070025,10915401,22727963
0652,8574420,25067707,10875093,22768677
0653,8571831,25069905,10865194,22778433
0654,8571362,25070116,10852427,22791134
0655,8571506,25070010,10858530,22784850
0656,8571690,25070119,10913885,22729696
0657,8571481,25070079,10852428,22790887
0658,8571189,25070144,10848768,22794648
0659,8571400,25070165,10861155,22782172
0660,8571156,25070184,10844083,22799303
0661,8571352,25069962,10912139,22731186
0662,8571958,25069974,10842067,22801277
0663,8571746,25070012,10869761,22773723
0664,8571536,25070088,10881299,22762187
0665,8571741,25070005,10884270,22759343
0666,8571268,25070233,10927533,22715601
0667,8571799,25070180,10855321,22788206
0668,8574915,25067369,10863363,22780285
0669,8571253,25069966,10836405,22807315
0670,8571695,25069907,10865834,22777764
0671,8571631,25069979,10904823,22738510
0672,8571384,25069955,10910099,22733225
0673,8571332,25069965,10879820,22763852
0674,8571664,25070156,10885522,22757898
0675,8571791,25069824,10879844,22763526
0676,8571380,25070116,10898402,22744956
0677,8571573,25070213,10885523,22757907
0678,8571731,25070087,10849645,22794012
0679,8571723,25069972,10889057,22754234
0680,8576902,25065808,10799882,22843172
0681,8571150,25070135,10904957,22738612
0682,8571733,25069940,10869944,22773299
0683,8571646,25069912,10910813,22731871
0684,8571832,25069939,10871062,22772447
0685,8571596,25070209,10874336,22768989
0686,8571692,25070170,10911096,22732091
0687,8571446,25069997,10882990,22759819
0688,8571507,25070086,10834355,22809261
0689,8571381,25070113,10852752,22790821
0690,8572811,25069249,10844028,22799844
0691,8570989,25070052,10895147,22748220
0692,8571195,25070125,10844236,22799291
0693,8571270,25069920,10881181,22762776
0694,8571412,25070065,10874823,22768520
0695,8571190,25070122,10907739,22735229
0696,8580371,25061340,10898592,22744669
0697,8572023,25069857,10892909,22750747
0698,8580573,25061195,10862693,22780494
0699,8571506,25069981,10859135,22784287
0700,8571605,25070187,10848235,22795073
0701,8571410,25070040,10916647,22726545
0702,8571242,25070084,10893054,22750836
0703,8580681,25061285,10896366,22747080
0704,8571591,25070058,10907798,22735530
0705,8571487,25070306,10901225,22742575
0706,8571336,25069965,10939474,22703735
0707,8571374,25070103,10900931,22742456
0708,8571622,25070018,10895814,22747868
0709,8571531,25070140,10905526,22738090
0710,8571561,25070214,10860994,22781714
0711,8571586,25070062,10920197,22723267
0712,8571524,25070002,10861339,22781615
0713,8571240,25070140,10868449,22775054
0714,8571749,25069960,10861846,22781532
0715,8571619,25070062,10844437,22798782
0716,8571504,25070090,10912041,22731060
0717,8571887,25070012,10846311,22797184
0718,8571712,25069959,10857040,22786567
0719,8571242,25070202,10898136,22745788
0720,8571513,25069998,10898595,22744780
0721,8571782,25070233,10911466,22731630
0722,8580281,25061466,10898934,22744021
0723,8571624,25070083,10864652,22778536
0724,8571676,25070075,10891726,22751685
0725,8571032,25070047,10883386,22760461
0726,8571304,25069979,10928911,22714411
0727,8571582,25070047,10916807,22726590
0728,8571629,25070056,10931859,22711581
0729,8571931,25070025,10882712,22760939
0730,8572006,25070087,10895767,22747561
0731,8571792,25069931,10924424,22718447
0732,8571420,25070086,10911970,22731237
0733,8571285,25070380,10940462,22702551
